cas operacie,vybrane cislo,velkost frontu,,
1.30E-06,1,100,,
1.20E-06,21,99,,
1.30E-06,20,99,,
2.50E-06,16,98,,
0.0004353,15,97,,
1.40E-06,16,98,,
1.30E-06,18,97,,
1.30E-06,22,98,,
1.40E-06,28,101,,
1.30E-06,14,100,,
1.30E-06,8,99,,
1.30E-06,9,100,,
1.20E-06,16,99,,
1.30E-06,18,98,,
1.30E-06,2,97,,
1.30E-06,34,99,,
1.30E-06,31,98,,
1.30E-06,15,99,,
1.30E-06,18,99,,
1.30E-06,11,98,,
1.30E-06,16,97,,
1.30E-06,2,96,,
1.30E-06,8,96,,
1.30E-06,18,96,,
1.20E-06,13,98,,
1.20E-06,34,97,,
1.30E-06,21,98,,
1.30E-06,15,97,,
1.40E-06,31,96,,
1.20E-06,9,96,,
1.30E-06,18,95,,
1.30E-06,27,95,,
1.20E-06,34,97,,
1.30E-06,17,96,,
0.0002587,32,95,,
1.30E-06,35,95,,
1.30E-06,3,95,,
1.30E-06,11,95,,
1.30E-06,13,94,,
1.30E-06,15,93,,
1.30E-06,22,92,,
1.30E-06,9,92,,
1.30E-06,10,91,,
1.30E-06,4,91,,
1.30E-06,28,94,,
1.30E-06,6,93,,
1.20E-06,28,92,,
1.30E-06,25,91,,
1.30E-06,8,90,,
1.30E-06,15,89,,
2.10E-06,24,92,,
1.60E-06,29,95,,
1.40E-06,30,94,,
1.30E-06,4,94,,
1.30E-06,29,94,,
1.30E-06,13,95,,
1.30E-06,20,94,,
1.30E-06,16,93,,
1.30E-06,18,93,,
1.30E-06,13,92,,
1.30E-06,19,93,,
1.40E-06,20,94,,
1.20E-06,33,93,,
1.30E-06,28,95,,
1.30E-06,32,97,,
1.30E-06,35,96,,
1.30E-06,23,96,,
1.40E-06,4,95,,
1.30E-06,10,99,,
1.30E-06,28,98,,
1.30E-06,17,97,,
1.30E-06,10,97,,
1.30E-06,9,97,,
1.30E-06,11,97,,
1.30E-06,4,96,,
1.30E-06,23,96,,
1.90E-06,10,96,,
1.30E-06,14,95,,
1.30E-06,2,95,,
1.20E-06,5,95,,
1.20E-06,15,95,,
1.30E-06,17,94,,
1.40E-06,17,99,,
1.30E-06,19,98,,
1.30E-06,4,99,,
1.20E-06,1,98,,
1.30E-06,21,97,,
1.30E-06,35,98,,
1.40E-06,8,99,,
1.30E-06,17,99,,
1.30E-06,2,100,,
1.40E-06,2,100,,
1.40E-06,6,102,,
1.30E-06,35,102,,
1.30E-06,26,105,,
1.30E-06,8,107,,
1.20E-06,11,106,,
1.30E-06,34,105,,
1.30E-06,34,104,,
1.30E-06,14,114,,
1.30E-06,21,115,,
1.20E-06,31,118,,
1.30E-06,25,119,,
1.20E-06,14,118,,
1.30E-06,6,119,,
1.20E-06,17,118,,
1.30E-06,14,117,,
1.30E-06,4,116,,
1.20E-06,7,119,,
1.30E-06,4,119,,
1.20E-06,19,118,,
1.30E-06,13,119,,
1.30E-06,3,118,,
1.30E-06,5,118,,
1.30E-06,9,119,,
1.30E-06,14,118,,
1.40E-06,1,118,,
1.30E-06,29,119,,
1.30E-06,28,118,,
1.30E-06,22,119,,
1.20E-06,1,118,,
1.30E-06,15,118,,
1.20E-06,1,117,,
1.30E-06,15,116,,
1.30E-06,11,116,,
1.30E-06,33,115,,
1.30E-06,6,114,,
1.20E-06,30,115,,
1.30E-06,11,115,,
1.30E-06,12,115,,
1.50E-06,12,120,,
1.40E-06,18,121,,
1.40E-06,5,121,,
1.40E-06,7,121,,
1.40E-06,22,120,,
1.20E-06,29,121,,
1.30E-06,27,122,,
1.30E-06,12,121,,
1.30E-06,34,121,,
1.30E-06,9,121,,
1.20E-06,16,120,,
1.30E-06,14,119,,
0.0003301,19,118,,
1.30E-06,28,117,,
1.30E-06,24,116,,
1.30E-06,5,116,,
1.20E-06,15,115,,
1.30E-06,8,114,,
1.30E-06,15,114,,
1.30E-06,28,114,,
1.30E-06,3,113,,
1.40E-06,6,112,,
1.20E-06,8,112,,
1.30E-06,25,111,,
1.30E-06,34,112,,
1.20E-06,34,113,,
1.20E-06,29,112,,
1.30E-06,12,111,,
1.20E-06,6,111,,
1.30E-06,18,110,,
1.20E-06,9,110,,
1.20E-06,22,109,,
1.20E-06,13,111,,
1.30E-06,18,113,,
1.30E-06,19,112,,
1.30E-06,33,111,,
1.30E-06,28,110,,
0.0002947,14,109,,
1.40E-06,10,109,,
1.30E-06,23,108,,
1.20E-06,4,107,,
1.20E-06,28,110,,
1.30E-06,3,111,,
1.20E-06,22,111,,
1.30E-06,4,112,,
1.20E-06,10,112,,
1.20E-06,8,111,,
1.20E-06,27,110,,
1.30E-06,26,109,,
1.20E-06,18,111,,
1.30E-06,10,110,,
1.20E-06,22,110,,
1.20E-06,28,109,,
1.30E-06,10,109,,
1.30E-06,10,109,,
1.20E-06,26,109,,
1.30E-06,34,108,,
1.30E-06,32,107,,
1.30E-06,28,107,,
1.30E-06,18,106,,
1.30E-06,34,105,,
1.30E-06,19,104,,
1.30E-06,35,113,,
1.30E-06,31,115,,
1.20E-06,5,114,,
1.20E-06,14,113,,
1.50E-06,21,113,,
1.30E-06,4,114,,
1.30E-06,26,114,,
1.30E-06,27,114,,
1.30E-06,16,113,,
1.30E-06,19,112,,
1.30E-06,20,111,,
1.30E-06,22,110,,
1.20E-06,12,111,,
1.30E-06,22,117,,
1.30E-06,26,118,,
1.30E-06,10,118,,
1.30E-06,5,117,,
1.30E-06,24,116,,
2.40E-06,29,116,,
2.40E-06,24,118,,
1.70E-06,15,120,,
1.40E-06,33,119,,
1.30E-06,19,118,,
1.30E-06,2,117,,
1.30E-06,16,116,,
1.30E-06,12,118,,
1.40E-06,25,117,,
1.30E-06,24,116,,
1.40E-06,18,122,,
1.30E-06,20,123,,
1.40E-06,22,122,,
1.30E-06,35,123,,
1.30E-06,9,122,,
1.40E-06,12,122,,
1.40E-06,33,121,,
1.40E-06,22,120,,
1.30E-06,24,119,,
1.30E-06,32,120,,
1.30E-06,21,119,,
1.30E-06,15,120,,
1.20E-06,5,119,,
1.20E-06,7,118,,
0.0003191,24,117,,
1.30E-06,25,118,,
1.30E-06,35,118,,
1.40E-06,9,117,,
1.30E-06,12,117,,
1.30E-06,19,117,,
3.70E-06,30,116,,
1.30E-06,13,117,,
1.20E-06,35,116,,
1.30E-06,15,115,,
1.30E-06,3,114,,
1.30E-06,29,114,,
1.20E-06,17,113,,
1.20E-06,9,115,,
1.30E-06,14,117,,
1.30E-06,21,116,,
1.40E-06,23,119,,
1.20E-06,9,119,,
1.30E-06,2,120,,
1.20E-06,24,120,,
1.30E-06,13,119,,
1.40E-06,34,118,,
1.30E-06,23,118,,
1.20E-06,9,118,,
1.30E-06,28,117,,
1.30E-06,29,116,,
1.30E-06,25,115,,
1.20E-06,4,115,,
1.20E-06,35,114,,
1.30E-06,5,113,,
0.0002973,31,112,,
1.30E-06,32,111,,
1.20E-06,18,114,,
1.30E-06,22,116,,
1.20E-06,20,115,,
1.30E-06,25,114,,
1.30E-06,34,113,,
1.30E-06,18,114,,
1.30E-06,7,114,,
1.30E-06,11,113,,
1.50E-06,20,118,,
1.30E-06,28,117,,
1.20E-06,30,117,,
1.30E-06,6,116,,
1.30E-06,7,115,,
1.30E-06,12,114,,
1.20E-06,4,114,,
1.30E-06,7,114,,
1.20E-06,31,113,,
1.30E-06,20,115,,
1.30E-06,27,116,,
1.30E-06,4,115,,
1.30E-06,30,115,,
1.20E-06,35,114,,
1.30E-06,9,113,,
1.30E-06,18,114,,
1.30E-06,12,116,,
1.40E-06,10,115,,
1.20E-06,10,114,,
1.30E-06,17,113,,
1.30E-06,33,112,,
1.30E-06,8,113,,
1.30E-06,8,116,,
1.20E-06,31,116,,
1.30E-06,34,116,,
1.30E-06,11,115,,
1.30E-06,21,121,,
1.30E-06,30,121,,
1.30E-06,18,121,,
1.30E-06,30,120,,
1.50E-06,32,123,,
1.30E-06,25,125,,
1.20E-06,28,128,,
1.30E-06,6,127,,
1.30E-06,12,130,,
1.20E-06,19,130,,
1.40E-06,8,130,,
1.30E-06,6,129,,
1.30E-06,9,129,,
1.30E-06,14,130,,
1.30E-06,34,130,,
1.30E-06,34,130,,
1.30E-06,6,129,,
1.30E-06,14,128,,
1.30E-06,26,133,,
1.30E-06,28,132,,
1.30E-06,4,132,,
1.30E-06,7,131,,
1.30E-06,3,134,,
1.20E-06,16,134,,
1.20E-06,33,136,,
1.30E-06,10,135,,
1.40E-06,3,134,,
1.30E-06,28,135,,
1.30E-06,9,135,,
1.30E-06,15,136,,
1.30E-06,26,135,,
1.30E-06,29,134,,
1.30E-06,26,134,,
1.30E-06,11,133,,
1.30E-06,10,132,,
1.40E-06,12,131,,
1.30E-06,16,130,,
1.30E-06,27,130,,
0.0003519,3,129,,
1.30E-06,28,130,,
1.40E-06,17,129,,
1.20E-06,20,128,,
1.30E-06,24,130,,
1.20E-06,6,129,,
1.30E-06,28,130,,
1.20E-06,12,129,,
1.20E-06,2,131,,
1.30E-06,25,130,,
1.30E-06,31,129,,
1.30E-06,9,129,,
1.20E-06,35,129,,
1.30E-06,8,128,,
1.30E-06,30,127,,
1.20E-06,6,126,,
1.20E-06,31,126,,
0.000337,12,126,,
1.30E-06,29,126,,
1.20E-06,31,126,,
1.20E-06,8,126,,
1.30E-06,25,126,,
1.30E-06,4,125,,
1.20E-06,21,125,,
1.20E-06,14,128,,
1.30E-06,22,128,,
1.30E-06,35,130,,
1.20E-06,10,132,,
1.30E-06,24,131,,
1.30E-06,4,130,,
1.20E-06,6,129,,
1.30E-06,3,130,,
1.30E-06,17,131,,
1.30E-06,31,130,,
1.20E-06,20,129,,
1.30E-06,4,128,,
1.30E-06,31,127,,
1.20E-06,27,126,,
1.30E-06,15,128,,
1.20E-06,26,127,,
1.30E-06,2,126,,
1.30E-06,24,126,,
1.20E-06,23,125,,
1.30E-06,4,124,,
0.0006751,14,123,,
2.00E-06,24,122,,
2.40E-06,34,123,,
1.90E-06,8,122,,
1.70E-06,14,122,,
1.30E-06,11,121,,
1.30E-06,11,120,,
1.40E-06,29,124,,
1.30E-06,19,123,,
1.30E-06,3,122,,
1.30E-06,31,122,,
1.30E-06,17,121,,
1.30E-06,17,121,,
1.40E-06,9,121,,
1.30E-06,12,121,,
1.30E-06,32,120,,
1.30E-06,17,120,,
1.30E-06,16,119,,
1.30E-06,27,118,,
1.40E-06,3,117,,
1.30E-06,15,116,,
0.0003123,19,115,,
1.30E-06,32,114,,
1.30E-06,2,116,,
1.30E-06,12,117,,
1.40E-06,10,118,,
1.30E-06,2,118,,
1.30E-06,34,117,,
1.30E-06,20,116,,
1.30E-06,6,115,,
1.20E-06,23,116,,
1.30E-06,6,115,,
1.30E-06,25,114,,
1.30E-06,1,114,,
1.20E-06,6,113,,
1.30E-06,33,112,,
1.30E-06,32,111,,
1.30E-06,18,110,,
1.30E-06,17,110,,
1.30E-06,3,113,,
1.30E-06,35,114,,
1.30E-06,5,116,,
1.30E-06,14,117,,
1.30E-06,8,117,,
1.30E-06,7,117,,
1.30E-06,33,117,,
1.30E-06,24,116,,
1.30E-06,2,116,,
1.40E-06,7,116,,
1.20E-06,18,115,,
1.30E-06,22,114,,
1.30E-06,6,113,,
1.30E-06,27,113,,
1.30E-06,30,118,,
1.30E-06,13,117,,
1.20E-06,25,116,,
1.30E-06,9,116,,
1.30E-06,17,115,,
1.30E-06,20,114,,
1.20E-06,17,113,,
1.30E-06,33,112,,
1.30E-06,18,113,,
1.30E-06,29,112,,
1.30E-06,13,111,,
0.0002927,35,110,,
1.30E-06,14,109,,
1.30E-06,6,109,,
1.30E-06,22,110,,
1.30E-06,19,111,,
1.20E-06,5,111,,
1.30E-06,33,110,,
1.20E-06,7,109,,
1.30E-06,20,108,,
1.30E-06,29,107,,
1.50E-06,1,106,,
1.30E-06,8,105,,
1.30E-06,34,104,,
1.30E-06,31,103,,
0.0003493,13,102,,
2.20E-06,9,101,,
1.80E-06,16,100,,
1.30E-06,22,100,,
1.30E-06,16,99,,
1.20E-06,27,100,,
1.20E-06,31,103,,
1.30E-06,8,102,,
1.30E-06,19,102,,
1.30E-06,14,102,,
1.30E-06,16,102,,
1.30E-06,7,101,,
1.30E-06,31,100,,
1.30E-06,30,100,,
1.20E-06,24,99,,
1.20E-06,9,98,,
1.30E-06,4,97,,
1.20E-06,2,96,,
1.30E-06,2,96,,
1.30E-06,26,98,,
1.30E-06,16,97,,
1.30E-06,6,97,,
1.30E-06,22,97,,
1.30E-06,14,97,,
1.20E-06,26,100,,
1.30E-06,4,100,,
1.20E-06,11,99,,
1.20E-06,14,98,,
1.30E-06,4,97,,
1.20E-06,25,96,,
1.30E-06,33,96,,
1.40E-06,25,103,,
1.30E-06,30,105,,
1.30E-06,28,104,,
1.30E-06,3,104,,
1.20E-06,28,103,,
1.30E-06,29,102,,
1.50E-06,19,102,,
1.30E-06,1,102,,
1.30E-06,27,101,,
1.30E-06,10,100,,
1.20E-06,6,101,,
1.20E-06,29,100,,
1.30E-06,26,100,,
1.30E-06,9,99,,
1.30E-06,25,100,,
1.30E-06,12,99,,
0.000262,24,98,,
1.30E-06,14,97,,
1.40E-06,15,96,,
1.30E-06,31,98,,
1.30E-06,9,98,,
1.30E-06,10,99,,
1.30E-06,19,98,,
1.20E-06,29,97,,
1.30E-06,22,98,,
1.30E-06,11,97,,
1.30E-06,19,96,,
1.30E-06,28,96,,
1.30E-06,28,95,,
1.30E-06,21,98,,
1.30E-06,18,97,,
1.30E-06,8,96,,
1.20E-06,21,97,,
1.20E-06,30,97,,
1.30E-06,2,96,,
1.30E-06,8,96,,
1.30E-06,13,96,,
1.30E-06,6,95,,
1.20E-06,9,95,,
1.40E-06,28,96,,
1.20E-06,4,95,,
1.40E-06,4,94,,
1.30E-06,24,93,,
1.20E-06,13,92,,
1.30E-06,5,92,,
1.30E-06,23,96,,
1.30E-06,33,95,,
1.30E-06,17,96,,
1.30E-06,2,96,,
1.30E-06,28,95,,
1.30E-06,11,96,,
1.30E-06,3,96,,
1.20E-06,32,97,,
1.20E-06,33,96,,
1.30E-06,24,97,,
1.30E-06,26,96,,
1.30E-06,16,97,,
1.30E-06,14,96,,
1.30E-06,17,98,,
1.30E-06,22,98,,
1.30E-06,27,98,,
1.30E-06,25,97,,
1.20E-06,6,96,,
1.30E-06,24,95,,
1.20E-06,16,96,,
1.30E-06,3,95,,
1.30E-06,33,99,,
1.30E-06,11,99,,
1.30E-06,33,98,,
1.30E-06,33,99,,
1.30E-06,1,98,,
1.30E-06,30,98,,
1.30E-06,9,97,,
1.30E-06,1,98,,
1.30E-06,26,97,,
1.30E-06,21,96,,
1.30E-06,21,96,,
1.30E-06,11,95,,
2.00E-06,35,95,,
2.10E-06,6,94,,
2.20E-06,13,94,,
2.20E-06,22,94,,
2.40E-06,31,93,,
2.60E-06,27,94,,
1.70E-06,5,95,,
1.20E-06,1,94,,
1.30E-06,21,94,,
1.30E-06,29,93,,
1.30E-06,2,94,,
1.30E-06,35,93,,
1.30E-06,1,94,,
1.20E-06,26,93,,
0.000257,19,92,,
1.30E-06,33,93,,
1.30E-06,24,92,,
1.30E-06,15,96,,
1.40E-06,35,96,,
1.30E-06,11,95,,
1.20E-06,29,94,,
1.20E-06,25,94,,
1.40E-06,17,99,,
1.30E-06,18,98,,
1.30E-06,28,97,,
1.30E-06,7,97,,
1.30E-06,13,96,,
1.30E-06,7,97,,
1.40E-06,19,97,,
1.30E-06,2,97,,
1.40E-06,9,105,,
1.40E-06,23,106,,
1.30E-06,25,105,,
1.30E-06,32,104,,
1.40E-06,15,103,,
1.30E-06,33,104,,
2.10E-06,23,103,,
1.20E-06,15,103,,
1.30E-06,33,103,,
1.30E-06,34,102,,
1.30E-06,25,101,,
1.30E-06,16,102,,
1.20E-06,10,102,,
1.30E-06,22,101,,
1.20E-06,24,102,,
1.20E-06,9,106,,
1.30E-06,5,106,,
1.80E-06,16,105,,
1.20E-06,9,104,,
1.30E-06,13,105,,
1.20E-06,14,105,,
1.30E-06,22,106,,
1.30E-06,4,105,,
1.30E-06,20,105,,
1.30E-06,28,104,,
1.30E-06,32,104,,
1.20E-06,8,103,,
1.20E-06,32,102,,
1.30E-06,16,102,,
1.30E-06,25,101,,
0.0002783,20,101,,
1.30E-06,6,101,,
1.30E-06,29,100,,
1.30E-06,11,99,,
1.30E-06,26,102,,
1.30E-06,6,101,,
1.30E-06,34,103,,
1.20E-06,9,103,,
1.30E-06,6,102,,
1.30E-06,12,101,,
1.20E-06,26,100,,
1.30E-06,7,99,,
1.30E-06,17,99,,
1.30E-06,29,102,,
1.20E-06,8,102,,
1.30E-06,33,101,,
1.30E-06,14,102,,
1.20E-06,24,102,,
1.20E-06,21,102,,
1.30E-06,15,101,,
1.30E-06,14,100,,
1.30E-06,6,99,,
1.30E-06,10,98,,
1.30E-06,1,102,,
1.30E-06,6,104,,
1.30E-06,26,104,,
1.30E-06,24,103,,
1.30E-06,28,103,,
1.30E-06,28,102,,
1.30E-06,6,101,,
1.30E-06,11,100,,
1.20E-06,22,99,,
1.20E-06,8,98,,
1.30E-06,33,97,,
1.20E-06,18,97,,
0.0002602,21,96,,
1.30E-06,27,95,,
1.30E-06,27,94,,
1.30E-06,13,93,,
1.30E-06,18,93,,
1.30E-06,17,93,,
1.30E-06,13,93,,
1.40E-06,32,94,,
1.20E-06,5,93,,
1.30E-06,28,92,,
1.20E-06,20,92,,
1.30E-06,10,92,,
1.30E-06,18,91,,
1.30E-06,1,92,,
1.20E-06,31,92,,
1.30E-06,9,91,,
1.20E-06,16,91,,
1.20E-06,10,91,,
1.20E-06,10,91,,
1.30E-06,35,90,,
1.30E-06,12,89,,
1.30E-06,23,88,,
0.000234,29,87,,
1.30E-06,35,86,,
1.30E-06,31,94,,
1.30E-06,28,94,,
1.30E-06,26,93,,
1.20E-06,15,93,,
1.30E-06,4,92,,
1.20E-06,35,91,,
1.20E-06,1,90,,
1.30E-06,2,89,,
1.30E-06,5,88,,
1.30E-06,16,88,,
1.30E-06,9,87,,
1.30E-06,8,90,,
1.20E-06,6,93,,
1.20E-06,12,93,,
1.30E-06,21,93,,
1.30E-06,20,92,,
1.20E-06,4,92,,
1.40E-06,16,92,,
1.30E-06,11,91,,
1.30E-06,19,90,,
1.30E-06,6,90,,
1.20E-06,29,89,,
1.30E-06,20,92,,
1.20E-06,1,92,,
1.20E-06,25,91,,
1.20E-06,17,94,,
1.30E-06,8,93,,
1.30E-06,35,94,,
1.20E-06,19,93,,
1.20E-06,6,94,,
1.20E-06,1,94,,
1.20E-06,30,93,,
1.20E-06,14,92,,
1.30E-06,8,95,,
1.30E-06,27,95,,
1.30E-06,22,95,,
1.30E-06,20,96,,
1.30E-06,8,96,,
1.20E-06,20,98,,
1.40E-06,10,98,,
1.30E-06,14,97,,
1.30E-06,3,97,,
1.30E-06,24,97,,
1.30E-06,25,96,,
1.30E-06,5,96,,
1.30E-06,23,97,,
1.30E-06,20,96,,
1.20E-06,21,96,,
1.30E-06,1,95,,
1.30E-06,20,95,,
1.30E-06,13,95,,
1.20E-06,7,95,,
1.20E-06,33,97,,
1.20E-06,26,98,,
1.20E-06,12,97,,
1.20E-06,26,96,,
1.20E-06,16,96,,
1.30E-06,33,98,,
1.30E-06,1,97,,
1.20E-06,15,96,,
2.30E-06,28,95,,
1.80E-06,35,94,,
2.10E-06,23,93,,
2.20E-06,24,93,,
1.80E-06,9,97,,
1.40E-06,14,99,,
1.30E-06,14,98,,
1.40E-06,24,98,,
1.40E-06,14,103,,
1.30E-06,18,102,,
1.50E-06,34,102,,
1.30E-06,22,102,,
1.30E-06,5,101,,
1.30E-06,3,100,,
1.30E-06,31,100,,
1.30E-06,29,101,,
1.30E-06,4,102,,
1.30E-06,2,105,,
1.30E-06,34,104,,
1.30E-06,1,103,,
1.20E-06,24,102,,
1.30E-06,25,101,,
1.30E-06,29,100,,
1.30E-06,30,99,,
1.40E-06,7,101,,
1.30E-06,15,103,,
1.30E-06,23,102,,
1.30E-06,18,101,,
1.30E-06,18,100,,
0.0002802,16,99,,
1.30E-06,10,99,,
1.30E-06,27,100,,
1.20E-06,20,99,,
1.30E-06,26,98,,
1.30E-06,12,97,,
1.30E-06,7,96,,
1.30E-06,22,95,,
1.30E-06,7,94,,
1.30E-06,9,97,,
1.30E-06,11,97,,
1.30E-06,2,96,,
1.20E-06,9,97,,
1.30E-06,3,97,,
1.30E-06,4,96,,
1.30E-06,30,95,,
1.30E-06,2,101,,
1.20E-06,2,100,,
1.30E-06,13,102,,
1.30E-06,31,104,,
1.20E-06,6,106,,
1.20E-06,17,105,,
2.00E-06,35,107,,
1.70E-06,23,106,,
1.60E-06,25,105,,
1.80E-06,34,104,,
1.90E-06,16,104,,
2.20E-06,11,103,,
3.00E-06,25,104,,
2.70E-06,21,103,,
3.80E-06,25,107,,
2.10E-06,9,106,,
7.27E-05,33,105,,
2.00E-06,5,104,,
1.50E-06,35,103,,
1.80E-06,16,102,,
2.10E-06,1,103,,
1.80E-06,18,102,,
0.0007655,32,101,,
2.10E-06,22,102,,
1.90E-06,3,101,,
1.70E-06,3,100,,
2.00E-06,27,102,,
2.90E-06,1,106,,
1.80E-06,4,105,,
2.20E-06,18,105,,
2.60E-06,32,105,,
2.20E-06,25,105,,
2.00E-06,6,107,,
2.00E-06,27,106,,
2.10E-06,22,105,,
2.20E-06,10,104,,
2.10E-06,20,103,,
1.90E-06,25,102,,
2.10E-06,7,106,,
1.80E-06,1,105,,
2.10E-06,31,106,,
1.80E-06,14,107,,
2.10E-06,19,107,,
2.00E-06,25,112,,
2.10E-06,34,112,,
2.00E-06,35,111,,
1.80E-06,4,113,,
1.40E-06,9,115,,
1.30E-06,10,115,,
1.30E-06,15,118,,
1.30E-06,31,118,,
1.30E-06,19,120,,
1.30E-06,30,119,,
1.30E-06,8,118,,
1.30E-06,18,117,,
1.30E-06,14,118,,
1.30E-06,13,117,,
1.20E-06,24,117,,
1.90E-06,16,123,,
2.20E-06,6,124,,
3.30E-06,9,123,,
1.80E-06,7,123,,
2.00E-06,26,122,,
2.10E-06,30,122,,
1.80E-06,6,123,,
1.60E-06,27,122,,
1.70E-06,10,122,,
1.60E-06,15,121,,
1.70E-06,2,124,,
1.60E-06,13,123,,
1.60E-06,25,122,,
1.60E-06,27,121,,
0.000451,29,120,,
1.60E-06,9,122,,
1.60E-06,17,121,,
1.60E-06,17,121,,
2.50E-06,31,124,,
1.70E-06,26,123,,
1.60E-06,2,125,,
1.60E-06,28,125,,
1.50E-06,23,125,,
1.60E-06,35,125,,
1.60E-06,10,125,,
1.60E-06,7,125,,
1.60E-06,6,124,,
1.60E-06,31,123,,
1.80E-06,26,126,,
1.70E-06,25,125,,
1.60E-06,20,126,,
1.50E-06,20,126,,
1.60E-06,17,125,,
1.60E-06,4,124,,
1.60E-06,31,124,,
1.60E-06,12,126,,
1.70E-06,22,126,,
1.70E-06,9,126,,
1.70E-06,21,125,,
1.70E-06,31,125,,
1.80E-06,2,134,,
1.50E-06,35,133,,
1.70E-06,25,136,,
1.60E-06,24,136,,
2.70E-06,31,136,,
2.40E-06,7,136,,
1.90E-06,26,138,,
1.60E-06,29,137,,
1.60E-06,7,137,,
1.60E-06,7,136,,
1.70E-06,6,135,,
1.60E-06,29,135,,
1.40E-06,20,135,,
1.60E-06,16,134,,
1.60E-06,35,135,,
1.60E-06,7,134,,
1.50E-06,16,133,,
1.60E-06,20,136,,
2.40E-06,4,137,,
2.70E-06,8,136,,
2.80E-06,30,135,,
1.60E-06,21,135,,
1.50E-06,6,135,,
1.70E-06,18,134,,
1.80E-06,22,135,,
2.80E-06,23,138,,
2.10E-06,29,138,,
2.00E-06,27,142,,
2.10E-06,29,147,,
2.10E-06,9,146,,
2.20E-06,28,145,,
2.70E-06,11,149,,
1.80E-06,31,148,,
2.00E-06,29,155,,
1.60E-06,27,154,,
1.70E-06,1,153,,
1.90E-06,26,154,,
1.80E-06,24,153,,
1.60E-06,3,152,,
1.60E-06,35,151,,
1.50E-06,4,151,,
1.60E-06,17,151,,
1.60E-06,8,150,,
1.60E-06,13,149,,
1.60E-06,31,148,,
0.0005179,27,147,,
1.60E-06,29,146,,
1.60E-06,13,146,,
1.50E-06,10,145,,
1.60E-06,10,145,,
2.50E-06,12,145,,
2.40E-06,30,146,,
2.50E-06,10,145,,
1.80E-06,33,144,,
1.90E-06,17,144,,
1.60E-06,27,143,,
1.50E-06,28,142,,
1.60E-06,23,141,,
1.80E-06,4,142,,
1.70E-06,19,142,,
1.60E-06,12,142,,
1.60E-06,22,141,,
1.70E-06,23,141,,
1.60E-06,20,140,,
0.000514,33,139,,
1.90E-06,7,139,,
1.60E-06,7,138,,
1.50E-06,29,137,,
1.60E-06,29,136,,
1.70E-06,26,136,,
1.60E-06,27,137,,
1.60E-06,23,137,,
1.90E-06,19,138,,
1.80E-06,22,137,,
1.70E-06,21,136,,
1.80E-06,1,136,,
1.80E-06,11,138,,
1.80E-06,26,137,,
1.90E-06,30,136,,
1.90E-06,6,135,,
1.80E-06,13,134,,
1.70E-06,23,133,,
1.90E-06,31,132,,
1.70E-06,33,133,,
1.90E-06,34,133,,
1.90E-06,33,132,,
1.70E-06,32,132,,
0.0047856,13,131,,
2.70E-06,2,130,,
2.30E-06,6,129,,
2.00E-06,11,129,,
2.90E-06,5,128,,
1.90E-06,23,127,,
1.90E-06,17,127,,
2.50E-06,29,128,,
1.90E-06,26,131,,
1.90E-06,18,130,,
1.80E-06,14,129,,
2.10E-06,14,129,,
2.70E-06,5,128,,
2.50E-06,18,127,,
1.80E-06,32,127,,
3.60E-06,28,126,,
1.90E-06,13,125,,
2.70E-06,16,126,,
3.00E-06,6,126,,
2.20E-06,10,132,,
0.000171,17,131,,
2.00E-06,12,133,,
2.50E-06,20,133,,
2.20E-06,15,133,,
2.40E-06,25,132,,
1.50E-06,1,132,,
1.60E-06,4,133,,
2.20E-06,7,132,,
2.60E-06,31,131,,
3.60E-06,34,131,,
2.60E-06,27,130,,
2.80E-06,35,129,,
2.20E-06,11,128,,
3.00E-06,30,128,,
2.20E-06,33,128,,
1.70E-06,9,128,,
1.80E-06,17,127,,
0.0005684,32,126,,
2.00E-06,30,126,,
2.10E-06,26,126,,
1.90E-06,16,125,,
2.00E-06,34,124,,
1.80E-06,29,123,,
1.50E-06,11,123,,
1.30E-06,23,122,,
1.90E-06,27,122,,
1.90E-06,3,121,,
2.10E-06,17,120,,
1.30E-06,14,119,,
1.90E-06,16,119,,
2.00E-06,20,120,,
1.90E-06,32,119,,
1.40E-06,31,118,,
1.40E-06,24,117,,
2.00E-06,29,117,,
2.00E-06,27,118,,
1.90E-06,26,117,,
1.80E-06,15,121,,
1.80E-06,35,121,,
1.80E-06,20,120,,
1.50E-06,35,121,,
2.10E-06,9,120,,
1.70E-06,34,120,,
1.70E-06,24,119,,
0.0004629,22,118,,
1.50E-06,24,120,,
1.30E-06,9,119,,
1.30E-06,10,119,,
1.80E-06,26,123,,
1.60E-06,11,122,,
1.70E-06,5,121,,
1.40E-06,4,121,,
1.30E-06,30,120,,
1.30E-06,29,119,,
1.30E-06,15,118,,
1.30E-06,18,120,,
1.30E-06,27,120,,
1.40E-06,13,119,,
1.40E-06,21,118,,
0.0003263,25,117,,
1.30E-06,29,116,,
1.30E-06,6,116,,
1.30E-06,32,116,,
1.30E-06,11,116,,
1.30E-06,35,115,,
1.30E-06,13,116,,
1.30E-06,26,119,,
2.90E-06,33,118,,
2.20E-06,14,119,,
1.90E-06,35,118,,
2.00E-06,33,117,,
1.80E-06,29,116,,
3.40E-06,25,118,,
2.20E-06,35,117,,
1.70E-06,22,116,,
1.90E-06,22,116,,
1.90E-06,19,115,,
1.60E-06,15,117,,
1.90E-06,35,117,,
