cas operacie,vlozene cislo,priorita,velkost frontu,,,,,,,,
3.87E-05,21,571,97,,,,,0.0000542,18,2050,48
3.88E-05,18,2572,93,,,,,0.0000398,30,7123,48
3.87E-05,5,7963,92,,,,,0.0000518,17,52,48
4.92E-05,3,5603,90,,,,,0.0000387,3,1155,48
4.81E-05,15,7858,88,,,,,0.0000375,19,4051,48
5.22E-05,18,8697,89,,,,,0.0000389,1,1617,48
5.69E-05,15,1733,90,,,,,0.0000462,31,4672,48
3.91E-05,10,1035,89,,,,,0.0000495,8,9035,48
3.90E-05,1,1568,88,,,,,0.0000448,27,7706,48
3.90E-05,31,2723,89,,,,,0.0001098,11,1023,48
3.86E-05,27,9934,89,,,,,0.0000521,2,2781,48
3.87E-05,8,685,90,,,,,0.0000521,6,2199,48
3.88E-05,14,3129,91,,,,,0.0000506,23,1601,48
3.87E-05,15,673,92,,,,,0.0000609,14,6756,48
3.91E-05,12,1852,93,,,,,0.0000612,3,3036,48
5.09E-05,22,4976,94,,,,,0.0001868,26,8117,48
5.32E-05,27,3573,95,,,,,0.0000392,35,7519,48
5.07E-05,17,1493,96,,,,,0.0000454,11,1736,48
3.91E-05,29,4496,96,,,,,0.0000395,34,7087,48
3.87E-05,13,8539,97,,,,,0.0000393,19,1264,48
0.0001245,7,5025,98,,,,,0.0001291,2,1631,48
5.10E-05,7,3084,94,,,,,0.0000579,21,8287,48
5.14E-05,34,8939,93,,,,,0.0000543,9,3530,48
3.93E-05,29,3404,94,,,,,0.0000398,17,8526,48
3.90E-05,14,1185,95,,,,,0.0000391,16,8142,48
4.82E-05,19,9431,89,,,,,0.0000459,8,4223,48
5.04E-05,14,6037,90,,,,,0.0000528,23,5836,48
4.82E-05,4,5982,91,,,,,0.0002222,8,237,48
4.71E-05,2,1520,91,,,,,0.000051,3,3348,48
4.76E-05,9,4253,92,,,,,0.0000494,11,3532,48
4.75E-05,32,886,93,,,,,0.0000491,28,4468,48
4.72E-05,1,9166,94,,,,,0.0000521,9,8069,48
4.70E-05,21,2624,94,,,,,0.0000497,11,9738,48
4.79E-05,8,9492,94,,,,,0.0000626,3,3151,48
4.63E-05,17,4179,95,,,,,0.0000504,16,5464,48
4.67E-05,25,1844,96,,,,,0.0000493,31,8179,48
4.78E-05,13,8421,97,,,,,0.0000513,19,9097,48
4.75E-05,29,1483,98,,,,,0.000049,7,3760,48
9.26E-05,26,2205,99,,,,,0.0000501,4,1290,48
6.62E-05,20,2127,100,,,,,0.0000587,21,2238,48
6.53E-05,18,3514,101,,,,,0.0000524,23,1600,48
6.43E-05,22,3416,102,,,,,0.000052,34,9442,48
9.16E-05,26,9372,102,,,,,0.0000521,4,993,48
5.11E-05,29,8967,102,,,,,0.0000495,34,3825,48
4.35E-05,21,1210,102,,,,,0.0000484,14,9471,48
5.16E-05,35,1915,99,,,,,0.0000504,29,4947,48
5.27E-05,16,676,100,,,,,0.0000388,29,3362,48
4.80E-05,8,1134,100,,,,,0.0000398,19,8351,48
4.81E-05,18,5322,100,,,,,0.0000506,8,8809,48
4.66E-05,27,9367,99,,,,,0.0000499,16,7257,48
4.96E-05,27,5118,99,,,,,0.0000505,4,8668,48
4.78E-05,12,5906,99,,,,,0.0001107,33,8408,48
4.67E-05,10,4771,99,,,,,0.0000386,32,7434,48
5.10E-05,4,8446,99,,,,,0.0000389,1,8922,48
7.24E-05,21,6678,99,,,,,0.0001021,23,1548,49
0.0001304,21,6372,100,,,,,0.0000388,10,9977,49
5.47E-05,30,8090,100,,,,,0.0000384,10,2862,49
5.22E-05,28,7315,98,,,,,0.0000387,16,9245,49
5.23E-05,22,4407,99,,,,,0.0000591,17,6936,49
5.05E-05,13,6435,100,,,,,0.0000389,21,2195,49
5.14E-05,5,2194,101,,,,,0.0000389,19,5481,49
5.14E-05,3,9063,102,,,,,0.0000515,2,8971,49
5.12E-05,15,8943,100,,,,,0.0000518,28,7536,49
5.04E-05,17,3136,101,,,,,0.0000547,11,3317,49
5.16E-05,11,7241,102,,,,,0.000039,34,7613,49
5.18E-05,2,2385,103,,,,,0.00004,10,8408,49
5.13E-05,13,8761,103,,,,,0.0000387,6,3323,49
3.90E-05,21,5271,102,,,,,0.0002046,1,521,49
3.93E-05,11,1156,103,,,,,0.0000455,4,7391,49
3.92E-05,7,820,103,,,,,0.0000394,2,9636,49
0.0001059,16,2343,104,,,,,0.0000962,12,5551,49
3.88E-05,5,9595,104,,,,,0.0000394,19,4995,49
4.06E-05,10,6871,105,,,,,0.0000388,1,6721,49
0.0001489,2,2126,106,,,,,0.0000387,30,7779,49
4.34E-05,23,2501,105,,,,,0.0000391,10,8283,49
0.0001192,12,5868,102,,,,,0.0000388,31,5685,49
3.95E-05,20,9340,102,,,,,0.0000389,34,8031,49
3.91E-05,14,2058,102,,,,,0.0000475,17,4274,49
3.90E-05,12,598,103,,,,,0.0001403,20,7091,49
3.88E-05,19,8435,102,,,,,0.000056,12,1478,49
3.88E-05,31,4877,101,,,,,0.0000392,19,6095,49
3.86E-05,16,2517,100,,,,,0.0000388,23,7934,49
5.69E-05,30,8680,99,,,,,0.000039,22,2905,49
5.57E-05,6,9144,97,,,,,0.0000389,13,7262,49
6.67E-05,18,9673,97,,,,,0.0000387,11,7003,49
7.28E-05,11,4931,95,,,,,0.00004,6,9049,49
5.75E-05,12,2581,95,,,,,0.000039,7,6243,49
5.65E-05,26,678,96,,,,,0.000039,17,6554,49
5.62E-05,3,1034,97,,,,,0.0000388,22,960,49
6.42E-05,7,8629,97,,,,,0.0000541,8,1582,49
5.55E-05,34,7260,98,,,,,0.0000388,32,2106,49
5.64E-05,15,6997,97,,,,,0.0000445,1,824,49
0.0001367,24,9813,97,,,,,0.0000428,26,9832,49
5.61E-05,28,8603,98,,,,,0.0000388,10,5029,49
4.01E-05,23,8666,97,,,,,0.0001443,10,188,49
3.89E-05,28,2219,98,,,,,0.000039,34,8168,49
3.89E-05,35,834,98,,,,,0.0000388,31,9653,49
3.92E-05,29,8390,99,,,,,0.0000389,13,3925,49
3.91E-05,30,3038,99,,,,,0.000039,28,806,49
3.87E-05,1,2173,99,,,,,0.0000387,14,2026,49
4.49E-05,34,272,99,,,,,0.0000386,4,5052,49
3.86E-05,9,6889,100,,,,,0.000044,34,4278,49
3.89E-05,19,8757,101,,,,,0.0000542,31,7505,49
3.86E-05,3,8872,102,,,,,0.000039,19,9184,49
4.04E-05,33,6043,101,,,,,0.000039,19,5220,49
3.88E-05,24,8624,101,,,,,0.0000395,6,8048,49
3.88E-05,11,1758,102,,,,,0.0000389,6,1180,49
3.88E-05,19,3835,103,,,,,0.0000647,16,3006,49
3.90E-05,27,7498,101,,,,,0.0000389,26,8949,49
3.89E-05,1,5422,100,,,,,0.00005,22,4097,49
5.79E-05,27,7123,100,,,,,0.00005,15,2155,49
3.96E-05,18,8128,97,,,,,0.0000499,22,495,49
3.94E-05,7,1504,96,,,,,0.000039,5,1360,49
3.94E-05,30,9016,97,,,,,0.0000395,21,9585,49
3.95E-05,4,899,97,,,,,0.0000404,32,6818,49
3.96E-05,22,4262,98,,,,,0.0000388,24,2174,49
4.62E-05,24,119,98,,,,,0.000043,21,3220,49
4.62E-05,20,3024,97,,,,,0.0000505,20,7111,49
5.20E-05,34,7895,96,,,,,0.0003962,24,9,49
4.83E-05,25,699,97,,,,,0.0000503,25,7837,49
6.02E-05,33,1765,94,,,,,0.0000499,18,5071,49
4.97E-05,27,2453,92,,,,,0.00005,14,2535,49
3.91E-05,13,1573,88,,,,,0.0000497,8,6754,49
0.0001061,21,207,89,,,,,0.0000481,32,8951,49
3.92E-05,34,5993,89,,,,,0.0000482,2,798,49
5.89E-05,6,753,88,,,,,0.0000388,30,9485,49
5.72E-05,6,2412,88,,,,,0.0000388,10,3488,49
5.02E-05,34,2890,81,,,,,0.0000388,15,1129,49
3.90E-05,34,9928,79,,,,,0.0000498,35,6451,49
3.92E-05,18,747,78,,,,,0.0000469,33,2856,49
3.90E-05,7,3800,77,,,,,0.0000528,5,4808,49
3.90E-05,3,1609,77,,,,,0.0000497,6,5098,49
3.88E-05,35,1824,78,,,,,0.0000501,9,1374,49
3.90E-05,21,8839,77,,,,,0.0000537,12,1610,49
3.90E-05,4,4342,78,,,,,0.000052,25,8186,49
3.88E-05,16,3693,77,,,,,0.0000566,6,4176,49
3.89E-05,2,5073,71,,,,,0.0000819,29,7243,49
3.89E-05,11,1279,72,,,,,0.0000517,8,8803,49
3.86E-05,16,6451,73,,,,,0.0001438,4,3181,49
3.89E-05,1,7029,72,,,,,0.0001518,1,3133,49
5.21E-05,3,500,73,,,,,0.0000594,23,6188,49
3.90E-05,14,265,74,,,,,0.0000506,33,6621,49
3.87E-05,3,9115,74,,,,,0.0000389,33,7772,49
3.93E-05,21,5402,72,,,,,0.0000452,26,8577,49
5.00E-05,3,9616,70,,,,,0.0001566,10,9977,49
0.0001371,30,101,71,,,,,0.0000463,21,7483,49
3.93E-05,30,640,69,,,,,0.0000387,2,1703,49
5.22E-05,20,6864,69,,,,,0.0002197,21,280,49
3.89E-05,34,7626,65,,,,,0.0000391,22,6012,49
3.88E-05,18,1129,65,,,,,0.0000388,14,4845,49
3.88E-05,26,9815,63,,,,,0.000039,26,8464,49
3.89E-05,11,6479,64,,,,,0.0000386,10,5923,49
3.86E-05,9,2442,65,,,,,0.00005,34,6916,49
3.87E-05,16,8627,61,,,,,0.0000495,33,1636,49
3.87E-05,14,8396,62,,,,,0.0001182,3,446,49
3.87E-05,24,4878,62,,,,,0.0000389,28,6530,49
3.84E-05,14,1270,60,,,,,0.0001059,4,185,49
3.86E-05,22,6927,61,,,,,0.0000499,25,4937,49
3.85E-05,26,1257,61,,,,,0.0000388,23,386,49
3.90E-05,3,3956,60,,,,,0.0000392,11,837,49
3.88E-05,30,330,61,,,,,0.0000552,28,1786,49
6.42E-05,11,6531,60,,,,,0.0000705,3,3008,49
6.67E-05,32,2137,61,,,,,0.0000389,28,8372,49
4.84E-05,30,4918,61,,,,,0.0000493,13,8665,49
4.02E-05,23,903,60,,,,,0.0002788,23,31,49
3.95E-05,24,5170,61,,,,,0.0000453,14,2710,49
3.93E-05,23,4413,62,,,,,0.0000386,34,8939,49
5.52E-05,20,6429,56,,,,,0.0001061,27,346,49
3.92E-05,11,3818,57,,,,,0.0000388,8,4553,49
3.90E-05,34,4736,58,,,,,0.0000391,6,3817,49
4.02E-05,2,7730,58,,,,,0.0000485,11,2104,49
5.07E-05,15,6095,57,,,,,0.0000473,23,724,49
5.02E-05,11,5809,57,,,,,0.0000471,22,5693,49
5.05E-05,6,6047,58,,,,,0.0001359,27,292,49
5.17E-05,28,8057,59,,,,,0.0000392,17,369,49
5.08E-05,22,3148,60,,,,,0.000048,24,9342,49
5.02E-05,11,8539,61,,,,,0.0000391,33,643,49
5.00E-05,20,5295,61,,,,,0.0000702,24,2542,49
5.03E-05,13,1838,62,,,,,0.0000395,21,7335,49
4.96E-05,9,1591,62,,,,,0.0000392,21,7362,49
5.16E-05,18,3088,60,,,,,0.0000388,19,9535,49
5.20E-05,12,7679,61,,,,,0.0000389,20,2802,49
5.26E-05,8,7786,61,,,,,0.0000468,19,9913,49
5.18E-05,33,311,61,,,,,0.0000458,22,6738,49
5.31E-05,3,4323,61,,,,,0.0000519,1,8844,49
4.93E-05,5,4595,61,,,,,0.0000505,4,3574,49
5.04E-05,16,5705,62,,,,,0.0000494,28,1404,49
5.03E-05,2,602,63,,,,,0.0000521,32,2435,49
3.96E-05,25,8518,63,,,,,0.0000387,6,4918,49
3.94E-05,1,3548,64,,,,,0.000039,30,8646,49
3.89E-05,6,6061,65,,,,,0.0000389,6,1083,49
3.89E-05,4,1053,63,,,,,0.000174,4,89,49
3.89E-05,26,1784,64,,,,,0.0000474,25,6037,49
3.87E-05,23,3648,65,,,,,0.0000468,7,5781,49
5.30E-05,33,6697,66,,,,,0.0000391,5,8767,49
4.07E-05,8,764,67,,,,,0.0000392,30,5361,49
3.92E-05,18,3876,67,,,,,0.0000392,15,3095,49
3.88E-05,33,3460,68,,,,,0.0000392,32,2594,49
3.88E-05,17,8472,69,,,,,0.000053,32,8169,49
3.88E-05,33,7851,70,,,,,0.0000392,10,9971,49
3.91E-05,35,6838,70,,,,,0.0000389,29,9615,49
3.89E-05,18,5712,71,,,,,0.0000389,26,7040,49
3.91E-05,4,5476,70,,,,,0.0000521,34,6842,49
3.90E-05,2,321,70,,,,,0.0000388,31,2333,49
3.86E-05,8,5590,71,,,,,0.0000374,35,2847,49
3.86E-05,27,520,72,,,,,0.0000392,13,9794,49
5.33E-05,31,6468,71,,,,,0.0015923,15,49,49
3.93E-05,23,1428,72,,,,,0.0000392,22,5620,49
3.87E-05,19,1009,72,,,,,0.0000395,2,3638,49
3.88E-05,5,7087,73,,,,,0.0000389,26,8808,49
3.87E-05,17,7616,72,,,,,0.0000387,12,6942,49
3.87E-05,28,7465,72,,,,,0.0000389,26,3473,49
3.88E-05,10,8619,72,,,,,0.0000479,28,2235,49
3.87E-05,4,7872,73,,,,,0.0000395,17,8784,49
3.86E-05,28,789,74,,,,,0.0000496,1,9131,49
3.87E-05,9,7440,74,,,,,0.0000519,12,9037,49
5.51E-05,27,1431,69,,,,,0.0000399,5,7835,49
3.88E-05,19,2083,68,,,,,0.0001056,5,453,49
0.0001965,35,3332,64,,,,,0.0000534,20,7845,49
4.45E-05,29,7911,63,,,,,0.0001732,26,31,49
3.87E-05,12,5850,63,,,,,0.0000388,9,7738,49
3.87E-05,3,9003,64,,,,,0.0000386,30,9710,49
3.87E-05,23,6625,63,,,,,0.0000386,16,1771,49
3.86E-05,1,6754,64,,,,,0.0001117,1,94,49
3.86E-05,7,8777,64,,,,,0.0000583,4,4812,49
3.90E-05,11,2625,63,,,,,0.0000389,1,3515,49
3.87E-05,24,4257,64,,,,,0.0000386,2,9344,49
3.89E-05,24,6629,63,,,,,0.0000386,23,171,49
3.85E-05,27,3585,62,,,,,0.0000392,12,4465,49
3.87E-05,24,3455,63,,,,,0.000039,1,8447,49
0.0001765,21,54,63,,,,,0.0002568,17,6684,49
3.88E-05,31,2535,62,,,,,0.0000389,6,1148,49
3.87E-05,12,7466,62,,,,,0.0000385,9,2926,49
3.88E-05,32,1192,63,,,,,0.0001859,25,2723,49
3.87E-05,15,6230,64,,,,,0.000039,7,6797,49
3.86E-05,7,8274,65,,,,,0.0000388,30,8561,49
3.87E-05,5,1811,65,,,,,0.0000389,22,4606,49
3.89E-05,35,2701,66,,,,,0.000039,9,848,49
3.86E-05,23,5185,66,,,,,0.0000378,16,1940,49
3.87E-05,10,2669,66,,,,,0.0000394,11,7820,49
3.84E-05,35,4739,64,,,,,0.000039,33,2516,49
3.87E-05,28,3042,65,,,,,0.0000388,9,1360,49
5.09E-05,8,2589,65,,,,,0.0000392,2,2209,49
3.91E-05,7,4431,63,,,,,0.0001067,10,2199,49
3.87E-05,20,216,64,,,,,0.0000394,7,4797,49
3.87E-05,18,3466,65,,,,,0.0000407,11,7246,49
3.86E-05,2,1453,64,,,,,0.0000388,27,2612,49
3.86E-05,13,5156,64,,,,,0.0000484,30,4508,49
5.60E-05,28,1260,62,,,,,0.0000388,9,868,49
4.63E-05,23,7016,63,,,,,0.0001939,18,148,49
8.46E-05,28,2076,64,,,,,0.0000389,17,7536,49
5.28E-05,35,6244,65,,,,,0.0000536,29,9892,49
4.77E-05,19,5760,62,,,,,0.0000529,31,6943,49
4.00E-05,3,450,62,,,,,0.0000543,22,8621,49
3.97E-05,1,5340,62,,,,,0.0000388,33,4825,49
3.90E-05,30,1965,63,,,,,0.000039,26,3535,49
3.92E-05,20,6316,62,,,,,0.0000551,17,8223,49
3.90E-05,33,4186,58,,,,,0.000346,25,6703,49
3.90E-05,8,560,59,,,,,0.0000542,34,9601,49
3.89E-05,24,5684,60,,,,,0.0000507,18,5640,49
3.92E-05,30,2728,61,,,,,0.000039,9,6457,49
0.0001379,17,7756,59,,,,,0.0000391,10,4802,49
0.0001864,1,6930,60,,,,,0.0000388,15,2284,49
4.06E-05,14,8510,61,,,,,0.0000387,20,4878,49
3.93E-05,32,3315,62,,,,,0.0000387,16,2222,49
3.97E-05,6,9316,63,,,,,0.0000379,13,7268,49
4.09E-05,9,8247,63,,,,,0.0000378,19,8407,49
3.93E-05,24,1126,63,,,,,0.0000533,3,1587,49
3.90E-05,18,4213,62,,,,,0.0000389,5,5617,49
3.89E-05,34,2094,62,,,,,0.0000386,17,7541,49
3.87E-05,19,9073,63,,,,,0.0000546,30,5361,49
7.92E-05,11,5905,64,,,,,0.0000531,30,9402,49
0.0001464,15,77,65,,,,,0.0000377,9,9039,49
5.23E-05,4,3037,63,,,,,0.0000404,31,1391,49
5.80E-05,31,1987,61,,,,,0.0000858,32,3706,49
5.07E-05,4,6817,61,,,,,0.0008374,34,643,49
5.11E-05,33,165,62,,,,,0.0000479,15,1715,49
5.18E-05,13,1278,62,,,,,0.0000527,34,5571,49
5.12E-05,28,5763,63,,,,,0.0000399,25,367,49
5.11E-05,29,7868,64,,,,,0.0000495,34,9763,49
4.77E-05,31,5861,64,,,,,0.0000389,2,6213,49
3.90E-05,14,2580,65,,,,,0.000039,15,3626,49
5.31E-05,25,9149,65,,,,,0.0000387,21,4369,49
3.88E-05,28,3164,66,,,,,0.000039,32,6334,49
3.91E-05,20,1355,67,,,,,0.0000389,7,5378,49
3.86E-05,23,5271,67,,,,,0.0000501,4,7431,49
3.85E-05,30,9968,68,,,,,0.0000496,35,6339,49
3.86E-05,34,1592,69,,,,,0.0000391,8,3593,49
3.89E-05,14,3710,70,,,,,0.0000432,18,4977,49
3.88E-05,31,5868,71,,,,,0.0000395,16,4107,49
3.86E-05,4,9375,71,,,,,0.0000457,16,3510,49
3.90E-05,33,3722,72,,,,,0.0000494,10,9056,49
3.89E-05,18,2413,73,,,,,0.0000496,6,4105,49
3.89E-05,28,1804,72,,,,,0.0000464,7,6335,49
4.90E-05,17,7164,72,,,,,0.0000486,15,3242,49
4.93E-05,34,701,73,,,,,0.0000495,33,1090,49
4.96E-05,29,3967,73,,,,,0.0000467,32,1793,49
4.98E-05,7,6510,74,,,,,0.0001362,15,199,49
5.42E-05,25,5822,75,,,,,0.0000549,28,5532,49
5.14E-05,27,7766,76,,,,,0.0002107,33,130,49
4.98E-05,33,317,76,,,,,0.0000508,2,8926,49
3.94E-05,33,7678,68,,,,,0.0000487,17,1823,49
3.90E-05,23,4098,69,,,,,0.0001469,15,534,49
3.93E-05,15,2077,69,,,,,0.0000506,32,4324,49
6.94E-05,7,8739,66,,,,,0.0000552,10,428,49
9.60E-05,26,1701,67,,,,,0.0000511,7,6588,49
4.20E-05,23,1819,68,,,,,0.0000531,33,6331,49
3.97E-05,17,6241,69,,,,,0.0000443,18,1913,49
4.46E-05,6,191,69,,,,,0.0000391,35,2103,49
0.0003734,26,2,70,,,,,0.0000494,29,2970,49
3.91E-05,19,4631,71,,,,,0.00005,4,8571,49
3.89E-05,23,8520,71,,,,,0.0000574,19,1771,49
3.93E-05,4,5514,72,,,,,0.0000516,11,5447,49
4.32E-05,10,7550,73,,,,,0.0000495,5,8646,49
3.87E-05,5,4337,72,,,,,0.0000503,31,3637,49
3.86E-05,2,9839,72,,,,,0.0000388,3,6308,49
5.39E-05,29,490,73,,,,,0.0000393,28,4837,49
4.03E-05,19,1877,74,,,,,0.0001363,27,413,49
3.88E-05,22,9479,73,,,,,0.0001059,10,3081,49
3.89E-05,18,2441,74,,,,,0.0000386,1,9063,49
3.92E-05,3,611,70,,,,,0.0001481,21,1957,49
3.86E-05,21,350,71,,,,,0.0000526,30,6286,49
3.88E-05,31,7011,71,,,,,0.0000394,4,6388,49
3.87E-05,34,8476,71,,,,,0.0000388,35,2965,49
3.86E-05,17,8288,72,,,,,0.0000387,18,7248,49
3.85E-05,26,8501,72,,,,,0.0001729,17,812,49
3.85E-05,9,364,73,,,,,0.0001048,19,1207,50
3.87E-05,22,5520,74,,,,,0.0000385,23,9931,50
4.27E-05,21,752,75,,,,,0.0000499,17,4607,50
3.89E-05,3,762,75,,,,,0.0002229,24,6039,50
3.86E-05,3,9472,76,,,,,0.0001054,13,2350,50
3.89E-05,13,8624,76,,,,,0.0000389,16,4443,50
3.87E-05,8,373,74,,,,,0.0000504,23,4403,50
3.84E-05,10,920,74,,,,,0.0000513,1,7851,50
5.25E-05,7,7881,74,,,,,0.0001055,8,1241,50
3.94E-05,15,3145,75,,,,,0.0001204,15,2630,50
3.86E-05,5,8596,74,,,,,0.0000464,8,3811,50
3.98E-05,31,7348,64,,,,,0.0000392,3,4061,50
3.89E-05,27,2267,64,,,,,0.0002019,32,145,50
5.55E-05,33,7307,63,,,,,0.00005,35,4550,50
4.74E-05,3,1602,63,,,,,0.0000391,23,1103,50
5.12E-05,25,8233,60,,,,,0.0000437,11,6434,50
5.09E-05,5,9746,61,,,,,0.0000522,22,2575,50
4.95E-05,14,2930,57,,,,,0.0000516,25,4892,50
5.01E-05,7,568,58,,,,,0.0000389,18,8009,50
5.18E-05,3,8005,59,,,,,0.0000404,15,824,50
4.97E-05,12,5999,58,,,,,0.0000388,27,2969,50
5.29E-05,7,7164,57,,,,,0.0000388,17,8176,50
5.19E-05,8,9012,58,,,,,0.0000388,28,1165,50
5.16E-05,11,9293,59,,,,,0.0000548,35,8148,50
5.25E-05,11,2504,56,,,,,0.0000551,26,2386,50
5.31E-05,23,1269,56,,,,,0.0000619,13,3231,50
5.28E-05,19,2063,57,,,,,0.0002169,1,3499,50
0.0001437,4,165,58,,,,,0.0001498,22,742,50
5.09E-05,28,3222,59,,,,,0.0000531,24,9474,50
5.19E-05,3,6505,58,,,,,0.0000388,21,4080,50
5.16E-05,17,5094,59,,,,,0.0000386,28,2808,50
5.13E-05,11,2854,60,,,,,0.0000386,5,185,50
5.12E-05,25,7588,61,,,,,0.0000386,26,2364,50
3.94E-05,29,1883,61,,,,,0.0000384,2,4752,50
3.90E-05,4,3572,62,,,,,0.000049,24,1990,50
3.92E-05,32,4657,63,,,,,0.000046,26,396,50
5.28E-05,30,9994,64,,,,,0.0000531,7,1126,50
5.37E-05,2,9028,64,,,,,0.0000548,26,4474,50
5.05E-05,1,295,65,,,,,0.0000396,31,5595,50
4.91E-05,5,1006,66,,,,,0.000043,34,892,50
4.78E-05,28,8587,67,,,,,0.0000388,14,7559,50
4.80E-05,27,3798,68,,,,,0.0000385,10,4594,50
6.68E-05,24,4966,67,,,,,0.0000587,12,1519,50
5.69E-05,28,4670,68,,,,,0.000039,18,8742,50
5.72E-05,35,9430,68,,,,,0.0000389,21,3938,50
0.0001569,34,95,69,,,,,0.0000561,20,7109,50
5.86E-05,3,8257,69,,,,,0.0000497,21,2015,50
5.81E-05,6,4240,70,,,,,0.000039,28,605,50
5.68E-05,30,7867,71,,,,,0.0000391,19,1817,50
5.67E-05,1,2052,68,,,,,0.000039,13,2573,50
6.89E-05,33,8684,68,,,,,0.0000387,13,4219,50
5.70E-05,32,8502,69,,,,,0.0000491,12,1630,50
5.61E-05,29,5020,69,,,,,0.0000503,13,8758,50
5.60E-05,6,179,70,,,,,0.0000461,1,803,50
4.04E-05,1,6200,70,,,,,0.0000485,15,3936,50
3.96E-05,28,8257,70,,,,,0.0000496,22,587,50
4.83E-05,12,7120,70,,,,,0.0000493,14,5072,50
3.89E-05,13,1718,71,,,,,0.0000497,29,9691,50
3.90E-05,22,9590,72,,,,,0.0000519,1,8058,50
3.88E-05,8,4657,73,,,,,0.0000386,12,4107,50
4.19E-05,33,5086,71,,,,,0.0000388,16,1055,50
3.96E-05,22,3045,70,,,,,0.0000505,33,3506,50
3.96E-05,12,5410,71,,,,,0.00005,35,2516,50
3.88E-05,19,9889,71,,,,,0.0000496,1,5723,50
4.32E-05,34,2191,70,,,,,0.0000504,7,4178,50
3.95E-05,15,8626,71,,,,,0.0000388,31,7443,50
4.02E-05,29,6021,71,,,,,0.0000393,25,274,50
4.64E-05,4,4702,72,,,,,0.000039,21,7751,50
3.89E-05,20,1495,73,,,,,0.0000393,33,1892,50
3.92E-05,33,1129,74,,,,,0.0000493,32,8569,50
5.69E-05,2,2391,75,,,,,0.0000519,31,7537,50
3.98E-05,21,751,75,,,,,0.0000496,26,4831,50
4.83E-05,23,2105,76,,,,,0.0000482,8,1932,50
5.09E-05,24,3335,75,,,,,0.0006107,25,7,50
9.16E-05,30,4796,72,,,,,0.0000503,19,7717,50
5.55E-05,33,958,73,,,,,0.0000547,25,4761,50
5.55E-05,19,5896,74,,,,,0.0000449,8,1372,50
6.16E-05,20,5655,74,,,,,0.0000457,13,5877,50
5.71E-05,8,3080,75,,,,,0.0002527,30,386,50
0.0001109,17,3330,75,,,,,0.0000595,11,1830,50
5.20E-05,7,5548,76,,,,,0.0000388,25,5604,50
5.05E-05,5,7833,77,,,,,0.0000388,23,1672,50
5.25E-05,9,6224,74,,,,,0.00005,32,7881,50
4.72E-05,20,6047,74,,,,,0.0000389,33,9387,50
6.03E-05,29,661,75,,,,,0.0000502,32,3670,50
4.54E-05,2,7189,75,,,,,0.0001719,21,135,50
4.50E-05,4,1791,76,,,,,0.00004,31,6938,50
4.53E-05,5,2609,77,,,,,0.0000532,20,5206,50
4.51E-05,16,9151,78,,,,,0.0000388,12,8649,50
4.61E-05,22,5239,79,,,,,0.0000386,10,6219,50
5.01E-05,21,9299,79,,,,,0.0000498,9,4886,50
4.48E-05,34,563,80,,,,,0.0000482,18,9352,50
4.52E-05,16,4462,80,,,,,0.0000376,27,3128,50
5.52E-05,26,7451,76,,,,,0.0000391,35,4361,50
0.0001148,1,8699,77,,,,,0.000039,14,8106,50
5.35E-05,27,2786,78,,,,,0.0000389,12,9520,50
5.52E-05,34,7355,76,,,,,0.0000522,11,1983,50
7.65E-05,6,7506,76,,,,,0.0001911,24,7517,50
7.39E-05,14,4151,77,,,,,0.0002012,19,1854,50
5.44E-05,33,7212,77,,,,,0.0000386,9,5771,50
3.91E-05,30,1790,76,,,,,0.0000393,16,6220,50
3.89E-05,20,2944,77,,,,,0.0000474,28,646,50
3.89E-05,11,707,77,,,,,0.0000479,29,1897,50
3.89E-05,17,3903,78,,,,,0.000047,6,6829,50
5.71E-05,26,6741,78,,,,,0.0000533,31,5392,50
0.0001803,29,4724,77,,,,,0.0000451,34,3035,50
5.77E-05,30,2356,78,,,,,0.0000385,8,5874,50
3.92E-05,30,5016,77,,,,,0.0000391,7,9035,50
3.89E-05,3,2021,78,,,,,0.0001194,20,915,50
3.86E-05,27,2655,79,,,,,0.0000391,2,7247,50
3.93E-05,25,3288,80,,,,,0.0000609,27,5691,50
3.90E-05,15,512,81,,,,,0.0001064,24,825,50
5.63E-05,4,7330,82,,,,,0.0000391,31,2866,50
3.88E-05,11,3354,82,,,,,0.0000466,14,2687,50
3.89E-05,12,3186,82,,,,,0.000046,22,1975,50
3.88E-05,27,2060,83,,,,,0.0000388,1,1275,50
3.93E-05,21,375,84,,,,,0.0000473,16,4737,50
3.88E-05,27,5404,85,,,,,0.0000388,23,3889,50
3.88E-05,14,5758,84,,,,,0.0000387,5,916,50
3.89E-05,26,418,85,,,,,0.0000626,30,4008,50
3.93E-05,20,8656,84,,,,,0.0000466,16,9796,50
3.89E-05,34,2804,84,,,,,0.0000388,25,4862,50
3.89E-05,10,2414,85,,,,,0.0000394,34,9117,50
3.95E-05,25,1415,83,,,,,0.0000454,34,9204,50
3.92E-05,1,990,84,,,,,0.0000483,5,1936,50
5.58E-05,24,217,84,,,,,0.0000508,25,1093,50
4.77E-05,20,2931,83,,,,,0.0001347,25,2009,50
8.15E-05,14,1796,84,,,,,0.0000495,17,2306,50
0.0001057,35,352,83,,,,,0.000039,28,9119,50
4.60E-05,27,3642,84,,,,,0.0000391,2,8990,50
