cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,
9.90E-06,4,0,111,,
1.12E-05,2,0,110,,
1.64E-05,18,0,109,,
1.13E-05,8,0,107,,
1.10E-05,15,0,108,,
1.09E-05,4,0,106,,
1.01E-05,19,0,107,,
7.63E-05,2,0,109,,
1.00E-05,12,0,102,,
1.46E-05,18,0,105,,
1.00E-05,19,0,104,,
1.09E-05,17,0,107,,
1.01E-05,16,0,105,,
1.01E-05,13,0,106,,
1.04E-05,6,0,109,,
1.01E-05,1,0,110,,
1.00E-05,14,0,111,,
1.00E-05,13,0,107,,
1.00E-05,12,0,103,,
1.00E-05,1,0,104,,
9.90E-06,5,0,104,,
1.02E-05,3,0,105,,
1.08E-05,3,0,108,,
1.03E-05,15,0,109,,
9.90E-06,19,0,105,,
1.20E-05,13,0,106,,
1.04E-05,12,0,106,,
1.01E-05,14,0,107,,
1.01E-05,19,0,108,,
1.09E-05,10,0,105,,
1.12E-05,17,0,106,,
1.00E-05,2,0,109,,
1.01E-05,17,0,107,,
9.90E-06,7,0,109,,
1.01E-05,12,0,109,,
1.00E-05,20,0,106,,
1.00E-05,18,0,107,,
9.80E-06,11,0,105,,
1.02E-05,8,0,101,,
1.07E-05,20,0,100,,
1.02E-05,2,0,101,,
9.90E-06,19,0,102,,
1.00E-05,15,0,103,,
1.02E-05,2,0,104,,
1.00E-05,13,0,107,,
1.10E-05,2,0,109,,
9.90E-06,13,0,109,,
1.02E-05,8,0,110,,
1.05E-05,13,0,111,,
1.02E-05,5,0,112,,
1.00E-05,6,0,113,,
1.00E-05,13,0,111,,
1.01E-05,6,0,108,,
1.01E-05,13,0,113,,
1.01E-05,20,0,116,,
1.01E-05,6,0,116,,
9.90E-06,8,0,116,,
1.01E-05,17,0,117,,
1.00E-05,6,0,120,,
1.00E-05,15,0,122,,
1.11E-05,4,0,123,,
1.03E-05,18,0,123,,
9.90E-06,5,0,123,,
1.01E-05,2,0,124,,
1.02E-05,15,0,126,,
1.07E-05,8,0,127,,
1.00E-05,12,0,128,,
1.01E-05,6,0,129,,
1.02E-05,9,0,127,,
1.00E-05,10,0,119,,
1.01E-05,13,0,120,,
1.02E-05,17,0,118,,
1.11E-05,13,0,119,,
1.24E-05,12,0,120,,
1.22E-05,11,0,122,,
1.90E-05,20,0,122,,
1.01E-05,15,0,124,,
1.01E-05,19,0,126,,
1.01E-05,18,0,124,,
1.03E-05,1,0,113,,
1.02E-05,20,0,110,,
1.00E-05,15,0,111,,
1.08E-05,11,0,112,,
1.02E-05,14,0,113,,
1.06E-05,16,0,117,,
1.01E-05,9,0,119,,
1.40E-05,9,0,118,,
1.03E-05,11,0,114,,
1.00E-05,14,0,112,,
2.15E-05,12,0,112,,
1.02E-05,5,0,111,,
9.90E-06,2,0,112,,
1.01E-05,5,0,114,,
1.01E-05,19,0,114,,
1.01E-05,12,0,116,,
9.90E-06,5,0,117,,
1.03E-05,17,0,118,,
1.02E-05,4,0,119,,
1.03E-05,8,0,114,,
1.05E-05,11,0,117,,
