cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,
1.89E-05,11,31,77,,,
2.75E-05,7,25,78,,,
1.91E-05,16,35,71,,,
2.59E-05,19,30,72,,,
2.07E-05,6,35,75,,,
1.98E-05,17,29,76,,,
2.01E-05,8,53,77,,,
2.12E-05,13,29,82,,,
2.49E-05,1,20,82,,,
1.80E-05,13,73,83,,,
1.76E-05,11,3,85,,,
1.83E-05,16,18,89,,,
1.89E-05,7,58,90,,,
1.84E-05,15,22,88,,,
1.80E-05,14,16,90,,,
1.80E-05,1,11,91,,,
1.78E-05,4,88,90,,,
1.92E-05,7,40,91,,,
1.77E-05,1,84,92,,,
2.06E-05,17,89,93,,,
1.96E-05,7,38,92,,,
2.73E-05,15,28,95,,,
2.63E-05,18,49,90,,,
1.81E-05,7,17,91,,,
1.81E-05,15,11,88,,,
2.52E-05,7,28,87,,,
1.85E-05,7,21,87,,,
1.81E-05,14,17,86,,,
1.86E-05,3,21,84,,,
2.09E-05,19,60,86,,,
1.78E-05,8,4,89,,,
1.79E-05,6,8,88,,,
1.76E-05,20,1,90,,,
1.83E-05,3,64,85,,,
1.90E-05,1,37,86,,,
1.96E-05,18,40,87,,,
1.82E-05,11,14,91,,,
1.88E-05,5,30,93,,,
1.91E-05,5,88,95,,,
1.90E-05,9,37,97,,,
1.85E-05,20,24,97,,,
1.79E-05,20,93,98,,,
1.90E-05,4,38,99,,,
2.01E-05,6,11,101,,,
1.98E-05,11,70,99,,,
1.94E-05,9,42,94,,,
1.94E-05,10,45,97,,,
1.77E-05,13,86,97,,,
1.86E-05,18,27,96,,,
1.00E-05,20,0,98,,,
1.00E-05,4,0,99,,,
1.83E-05,12,66,97,,,
1.80E-05,12,79,94,,,
1.79E-05,12,11,97,,,
1.83E-05,4,71,97,,,
1.91E-05,2,44,98,,,
1.81E-05,14,77,100,,,
2.04E-05,1,29,95,,,
1.81E-05,13,14,97,,,
1.86E-05,17,25,98,,,
1.77E-05,1,97,99,,,
2.07E-05,6,40,99,,,
1.86E-05,2,15,98,,,
1.82E-05,20,15,99,,,
1.88E-05,14,84,94,,,
1.91E-05,11,80,94,,,
1.90E-05,17,92,95,,,
1.85E-05,11,12,96,,,
1.75E-05,19,93,95,,,
2.80E-05,19,55,98,,,
2.29E-05,13,37,99,,,
1.79E-05,2,93,101,,,
1.93E-05,17,64,99,,,
1.93E-05,11,51,100,,,
1.78E-05,5,91,99,,,
1.93E-05,11,4,99,,,
1.88E-05,15,86,97,,,
1.87E-05,13,6,98,,,
2.10E-05,2,21,95,,,
1.92E-05,14,73,96,,,
2.12E-05,18,12,97,,,
5.27E-05,2,76,100,,,
1.98E-05,5,30,100,,,
1.86E-05,15,97,101,,,
1.95E-05,2,11,101,,,
1.92E-05,5,80,102,,,
1.90E-05,8,8,105,,,
3.20E-05,6,44,104,,,
1.87E-05,17,32,102,,,
1.80E-05,15,84,104,,,
1.92E-05,7,43,105,,,
1.79E-05,4,8,105,,,
2.48E-05,9,63,105,,,
2.07E-05,14,69,107,,,
1.82E-05,11,18,110,,,
2.01E-05,2,74,111,,,
2.10E-05,1,49,112,,,
1.79E-05,11,6,110,,,
1.82E-05,17,93,111,,,
1.89E-05,3,34,113,,,
2.74E-05,1,44,116,,,
1.82E-05,9,91,110,,,
1.95E-05,6,24,112,,,
1.95E-05,8,61,113,,,
1.90E-05,9,69,115,,,
1.83E-05,6,21,115,,,
1.87E-05,13,83,118,,,
1.83E-05,2,84,118,,,
3.09E-05,20,92,119,,,
1.95E-05,6,47,118,,,
2.01E-05,17,42,118,,,
1.83E-05,16,100,112,,,
1.93E-05,2,56,110,,,
1.97E-05,17,49,109,,,
1.76E-05,5,110,112,,,
1.79E-05,14,11,114,,,
1.98E-05,15,93,111,,,
1.88E-05,3,76,109,,,
1.76E-05,20,108,112,,,
2.16E-05,18,67,112,,,
1.96E-05,7,73,109,,,
1.95E-05,20,21,110,,,
2.05E-05,15,51,112,,,
2.13E-05,2,77,108,,,
3.32E-05,17,26,108,,,
1.89E-05,4,98,108,,,
1.86E-05,13,4,110,,,
1.85E-05,1,100,110,,,
0.0001053,16,25,108,,,
1.89E-05,18,71,103,,,
1.88E-05,20,78,101,,,
1.82E-05,17,83,101,,,
1.92E-05,16,32,104,,,
1.97E-05,4,50,104,,,
1.94E-05,15,49,104,,,
1.74E-05,2,102,105,,,
1.87E-05,6,65,104,,,
1.96E-05,3,20,105,,,
1.91E-05,19,95,106,,,
1.93E-05,13,24,110,,,
1.84E-05,13,22,109,,,
1.88E-05,17,82,106,,,
1.85E-05,5,85,107,,,
1.88E-05,16,33,107,,,
1.81E-05,18,85,108,,,
2.13E-05,19,90,104,,,
1.91E-05,10,56,104,,,
1.91E-05,3,37,107,,,
1.85E-05,14,94,105,,,
2.35E-05,19,73,106,,,
1.77E-05,11,4,108,,,
2.03E-05,9,54,109,,,
1.83E-05,12,20,107,,,
2.11E-05,16,34,105,,,
1.88E-05,10,76,106,,,
1.91E-05,3,60,107,,,
1.92E-05,18,57,108,,,
1.95E-05,4,32,108,,,
1.86E-05,4,4,108,,,
1.78E-05,18,95,106,,,
1.88E-05,2,25,108,,,
1.82E-05,12,93,101,,,
1.85E-05,13,78,102,,,
1.95E-05,6,45,106,,,
1.86E-05,14,29,108,,,
1.15E-05,15,0,110,,,
1.74E-05,11,101,107,,,
1.81E-05,4,95,109,,,
1.93E-05,16,55,110,,,
1.78E-05,7,103,111,,,
1.98E-05,7,61,111,,,
1.80E-05,1,8,114,,,
1.83E-05,5,97,115,,,
1.76E-05,6,111,116,,,
2.33E-05,9,82,119,,,
1.92E-05,17,69,120,,,
1.99E-05,17,54,121,,,
1.92E-05,10,65,123,,,
1.79E-05,2,111,124,,,
1.90E-05,2,36,127,,,
1.81E-05,18,2,127,,,
1.86E-05,8,23,129,,,
1.83E-05,9,18,132,,,
1.97E-05,15,80,129,,,
1.76E-05,17,119,129,,,
1.90E-05,2,82,126,,,
2.93E-05,17,6,122,,,
1.97E-05,12,65,121,,,
2.39E-05,13,57,118,,,
1.86E-05,3,22,118,,,
1.91E-05,20,36,120,,,
1.83E-05,14,6,122,,,
2.03E-05,12,60,126,,,
2.01E-05,13,55,127,,,
1.91E-05,20,26,128,,,
1.77E-05,11,6,126,,,
2.15E-05,5,63,126,,,
9.52E-05,11,22,126,,,
2.08E-05,17,50,125,,,
1.98E-05,16,53,123,,,
2.08E-05,3,39,121,,,
1.98E-05,9,31,119,,,
2.65E-05,2,77,120,,,
2.24E-05,16,100,121,,,
1.82E-05,5,99,122,,,
1.95E-05,12,49,115,,,
1.90E-05,4,22,113,,,
2.06E-05,17,56,114,,,
1.99E-05,19,53,114,,,
1.96E-05,12,29,115,,,
1.80E-05,17,9,115,,,
1.93E-05,9,76,118,,,
1.97E-05,10,50,113,,,
1.85E-05,20,26,113,,,
1.90E-05,20,66,113,,,
2.07E-05,3,52,115,,,
1.94E-05,2,87,115,,,
1.84E-05,14,16,113,,,
1.95E-05,18,40,110,,,
1.77E-05,7,103,109,,,
1.77E-05,19,99,107,,,
1.87E-05,5,32,107,,,
1.84E-05,12,79,106,,,
1.86E-05,20,65,104,,,
1.81E-05,20,84,104,,,
2.84E-05,4,28,102,,,
3.46E-05,14,92,108,,,
9.72E-05,7,18,107,,,
2.31E-05,8,93,107,,,
2.84E-05,9,88,106,,,
2.92E-05,10,26,107,,,
1.90E-05,14,89,106,,,
1.99E-05,8,63,104,,,
1.91E-05,15,19,105,,,
1.89E-05,11,85,103,,,
1.86E-05,16,83,103,,,
1.74E-05,7,1,104,,,
1.81E-05,15,90,107,,,
1.83E-05,11,12,105,,,
2.05E-05,20,40,107,,,
1.82E-05,8,98,108,,,
2.14E-05,14,58,108,,,
2.05E-05,19,94,107,,,
1.86E-05,18,13,110,,,
1.88E-05,19,21,110,,,
1.81E-05,1,12,107,,,
1.91E-05,1,35,101,,,
1.90E-05,10,57,104,,,
1.82E-05,8,5,103,,,
1.78E-05,17,97,104,,,
1.91E-05,14,90,105,,,
1.78E-05,8,103,106,,,
3.90E-05,19,1,106,,,
1.94E-05,16,95,107,,,
1.97E-05,18,31,108,,,
1.94E-05,16,88,109,,,
1.87E-05,16,9,110,,,
1.97E-05,19,29,111,,,
2.86E-05,14,21,107,,,
2.02E-05,17,68,109,,,
2.06E-05,2,39,110,,,
1.88E-05,7,102,111,,,
2.82E-05,13,11,111,,,
4.38E-05,1,56,112,,,
2.15E-05,5,56,102,,,
1.82E-05,7,97,105,,,
1.77E-05,12,98,106,,,
1.93E-05,19,39,107,,,
1.82E-05,3,7,100,,,
1.76E-05,14,97,102,,,
1.88E-05,5,27,102,,,
1.88E-05,20,64,100,,,
1.78E-05,15,94,100,,,
1.78E-05,7,89,95,,,
1.78E-05,9,3,95,,,
1.86E-05,5,61,95,,,
1.89E-05,6,74,96,,,
1.89E-05,15,66,98,,,
1.79E-05,15,90,100,,,
1.90E-05,12,34,101,,,
1.77E-05,10,9,102,,,
1.81E-05,3,83,101,,,
1.82E-05,15,85,96,,,
1.85E-05,5,67,96,,,
1.86E-05,11,25,97,,,
1.79E-05,20,5,97,,,
1.77E-05,1,92,94,,,
1.85E-05,18,65,93,,,
1.77E-05,7,6,91,,,
1.84E-05,14,22,91,,,
1.76E-05,15,82,87,,,
1.82E-05,1,68,84,,,
1.85E-05,18,26,86,,,
1.89E-05,9,39,87,,,
1.78E-05,3,84,91,,,
1.93E-05,18,36,86,,,
1.91E-05,12,3,88,,,
1.95E-05,7,62,89,,,
1.96E-05,1,33,85,,,
2.00E-05,2,26,81,,,
1.94E-05,12,20,82,,,
1.91E-05,17,81,83,,,
1.98E-05,7,49,81,,,
1.88E-05,6,13,81,,,
1.93E-05,5,33,80,,,
1.80E-05,6,66,84,,,
1.81E-05,5,17,83,,,
1.88E-05,15,50,83,,,
2.15E-05,2,67,84,,,
1.91E-05,12,29,87,,,
1.92E-05,9,33,88,,,
1.78E-05,7,8,86,,,
1.80E-05,10,77,88,,,
1.77E-05,1,3,89,,,
1.92E-05,6,16,90,,,
1.88E-05,7,30,87,,,
1.84E-05,3,6,87,,,
2.05E-05,4,45,87,,,
1.86E-05,19,64,88,,,
1.77E-05,2,83,88,,,
1.79E-05,16,79,89,,,
2.03E-05,12,54,91,,,
1.92E-05,15,64,89,,,
1.97E-05,16,23,90,,,
1.88E-05,5,71,90,,,
1.82E-05,8,18,90,,,
1.88E-05,15,49,90,,,
1.82E-05,3,15,91,,,
1.77E-05,3,85,88,,,
1.79E-05,18,86,88,,,
2.75E-05,1,72,89,,,
0.0001801,10,18,90,,,
1.79E-05,16,87,91,,,
1.82E-05,10,13,93,,,
1.90E-05,12,80,91,,,
1.92E-05,2,27,92,,,
1.90E-05,9,46,91,,,
1.90E-05,2,45,91,,,
1.92E-05,9,61,90,,,
1.87E-05,15,29,94,,,
1.78E-05,13,84,95,,,
2.93E-05,6,25,98,,,
1.91E-05,6,31,95,,,
1.81E-05,4,80,95,,,
1.90E-05,1,37,95,,,
1.78E-05,16,9,93,,,
2.00E-05,14,46,84,,,
1.76E-05,17,5,83,,,
1.76E-05,19,2,84,,,
1.90E-05,18,15,84,,,
1.92E-05,15,6,87,,,
1.94E-05,1,52,87,,,
1.94E-05,18,38,89,,,
1.85E-05,20,55,84,,,
1.89E-05,18,50,86,,,
1.03E-05,9,0,80,,,
1.82E-05,7,17,80,,,
1.87E-05,5,30,81,,,
1.96E-05,10,43,81,,,
2.11E-05,11,40,83,,,
1.77E-05,3,77,83,,,
1.81E-05,5,14,82,,,
1.80E-05,18,12,83,,,
1.88E-05,4,15,81,,,
1.87E-05,18,47,78,,,
3.06E-05,8,27,73,,,
1.86E-05,4,59,74,,,
1.84E-05,3,50,76,,,
1.86E-05,14,48,74,,,
0.0001387,9,16,71,,,
1.81E-05,2,5,66,,,
1.84E-05,6,36,67,,,
1.85E-05,15,40,67,,,
1.90E-05,15,32,70,,,
1.81E-05,6,14,73,,,
1.95E-05,3,31,72,,,
1.82E-05,5,54,73,,,
1.77E-05,2,11,72,,,
1.79E-05,9,58,70,,,
2.28E-05,3,55,71,,,
1.81E-05,1,16,72,,,
1.75E-05,4,4,73,,,
1.82E-05,15,54,67,,,
1.82E-05,4,47,64,,,
1.75E-05,16,1,65,,,
1.86E-05,11,6,65,,,
1.80E-05,11,12,62,,,
1.78E-05,11,54,63,,,
1.76E-05,11,59,62,,,
1.87E-05,7,26,63,,,
1.96E-05,16,47,64,,,
1.85E-05,3,37,60,,,
1.84E-05,13,41,59,,,
1.77E-05,1,2,60,,,
1.83E-05,20,20,60,,,
1.83E-05,14,16,62,,,
1.81E-05,15,17,51,,,
1.86E-05,19,20,50,,,
1.82E-05,10,36,52,,,
2.02E-05,9,34,47,,,
1.80E-05,7,14,45,,,
1.92E-05,14,9,46,,,
1.79E-05,13,35,41,,,
1.84E-05,14,18,41,,,
1.92E-05,4,3,40,,,
