cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,sum,pocet
8.48E-05,23,0,10,,,,
8.39E-05,45,0,11,,,,
8.39E-05,24,0,10,,,,
8.41E-05,27,0,11,,,,
8.36E-05,15,0,9,,,,
8.60E-05,17,0,12,,,,
0.000141,43,0,14,,,,
0.0001815,41,0,14,,,,
9.47E-05,39,0,15,,,,
8.44E-05,6,0,14,,,,
8.39E-05,9,0,15,,,,
8.38E-05,30,0,15,,,,
9.39E-05,23,0,16,,,,
8.41E-05,4,0,17,,,,
8.37E-05,10,0,19,,,,
8.43E-05,34,0,18,,,,
0.0003162,5,0,18,,,,
8.48E-05,12,0,20,,,,
8.44E-05,32,0,21,,,,
9.16E-05,22,0,22,,,,
8.43E-05,18,0,23,,,,
8.56E-05,36,0,20,,,,
8.92E-05,26,0,17,,,,
0.000146,21,0,15,,,,
0.0001225,30,0,17,,,,
8.45E-05,16,0,15,,,,
9.02E-05,38,0,17,,,,
8.46E-05,7,0,15,,,,
8.47E-05,39,0,14,,,,
8.49E-05,17,0,16,,,,
8.43E-05,11,0,14,,,,
8.37E-05,8,0,16,,,,
8.35E-05,5,0,18,,,,
8.42E-05,17,0,19,,,,
0.0001114,27,0,10,,,,
8.34E-05,39,0,8,,,,
8.46E-05,12,0,2,,,,
8.41E-05,1,0,3,,,,
8.46E-05,38,0,5,,,,
9.40E-05,14,0,6,,,,
9.13E-05,11,0,3,,,,
0.0002584,25,0,4,,,,
8.41E-05,28,0,4,,,,
8.39E-05,19,0,3,,,,
1.71E-05,20,0,1,,,,
1.72E-05,31,0,1,,,,
1.71E-05,21,0,1,,,,
9.31E-05,35,0,2,,,,
8.41E-05,36,0,8,,,,
8.45E-05,42,0,12,,,,
8.48E-05,13,0,7,,,,
8.56E-05,17,0,7,,,,
0.0001154,43,0,6,,,,
8.57E-05,35,0,8,,,,
8.43E-05,1,0,8,,,,
8.37E-05,44,0,9,,,,
0.0001204,37,0,10,,,,
8.42E-05,37,0,11,,,,
8.52E-05,5,0,9,,,,
8.37E-05,7,0,9,,,,
8.44E-05,28,0,10,,,,
9.16E-05,28,0,13,,,,
8.39E-05,35,0,11,,,,
8.36E-05,37,0,13,,,,
8.38E-05,21,0,14,,,,
8.35E-05,19,0,15,,,,
8.45E-05,17,0,16,,,,
8.38E-05,41,0,8,,,,
8.40E-05,33,0,6,,,,
8.35E-05,37,0,9,,,,
0.0001112,30,0,2,,,,
0.0001009,41,0,3,,,,
8.99E-05,20,0,2,,,,
8.54E-05,29,0,3,,,,
8.46E-05,17,0,4,,,,
8.44E-05,37,0,5,,,,
8.49E-05,39,0,6,,,,
8.42E-05,45,0,7,,,,
8.44E-05,21,0,5,,,,
8.90E-05,14,0,8,,,,
8.41E-05,19,0,9,,,,
8.41E-05,29,0,6,,,,
8.43E-05,39,0,7,,,,
8.38E-05,39,0,2,,,,
1.75E-05,38,0,1,,,,
8.37E-05,30,0,3,,,,
8.40E-05,18,0,6,,,,
8.37E-05,7,0,6,,,,
8.38E-05,10,0,7,,,,
8.59E-05,38,0,6,,,,
8.42E-05,18,0,8,,,,
8.34E-05,19,0,5,,,,
1.88E-05,7,0,1,,,,
2.24E-05,7,0,1,,,,
8.51E-05,35,0,3,,,,
8.39E-05,15,0,5,,,,
8.40E-05,32,0,5,,,,
8.56E-05,39,0,5,,,,
8.54E-05,35,0,3,,,,
