cas operacie,cislo,index prvku,dlzka zoznamu,,,,,,,,
2.03E-05,95,24,148,,,,,0.0000192,94,40,123
2.02E-05,92,70,147,,,,,0.00002,93,80,123
2.13E-05,94,106,154,,,,,0.0000339,92,113,123
2.10E-05,93,107,159,,,,,0.0000271,93,95,123
1.79E-05,93,11,160,,,,,0.0000209,94,104,123
2.17E-05,91,105,160,,,,,0.0000183,91,17,124
2.05E-05,94,70,168,,,,,0.0000197,92,74,124
2.26E-05,92,145,170,,,,,0.0000212,95,118,124
3.33E-05,94,160,175,,,,,0.0000176,95,14,124
1.95E-05,91,32,172,,,,,0.0000197,93,71,124
1.91E-05,91,29,172,,,,,0.0000198,91,74,124
1.91E-05,91,24,171,,,,,0.0000205,91,101,124
2.74E-05,92,25,169,,,,,0.0000193,91,54,125
2.88E-05,93,12,167,,,,,0.0000264,91,57,125
5.70E-05,92,25,171,,,,,0.0000198,93,79,125
3.20E-05,91,72,169,,,,,0.0000209,94,63,125
2.08E-05,93,75,163,,,,,0.0000201,92,74,125
2.27E-05,92,149,153,,,,,0.0000197,94,44,125
2.59E-05,93,70,154,,,,,0.0000227,93,116,125
1.86E-05,91,40,150,,,,,0.0000298,95,48,125
1.94E-05,95,53,152,,,,,0.0000176,93,16,126
1.78E-05,94,16,151,,,,,0.0000196,92,66,126
2.86E-05,94,138,162,,,,,0.0000209,94,91,126
3.23E-05,93,145,161,,,,,0.0000203,91,91,126
1.96E-05,94,62,163,,,,,0.0000188,95,32,126
2.12E-05,93,71,158,,,,,0.0000192,95,55,126
2.07E-05,93,104,161,,,,,0.0000206,95,37,126
2.38E-05,95,103,163,,,,,0.0000198,94,73,126
2.31E-05,93,121,164,,,,,0.0000183,93,35,126
1.77E-05,91,7,164,,,,,0.0000186,91,41,126
2.76E-05,94,146,169,,,,,0.0000386,92,110,126
2.18E-05,95,138,166,,,,,0.0000214,93,57,127
2.17E-05,91,129,167,,,,,0.0000205,93,94,127
2.04E-05,91,85,157,,,,,0.0000296,94,90,127
1.80E-05,95,21,149,,,,,0.0000196,95,70,127
2.17E-05,94,1,149,,,,,0.0000175,91,4,127
1.84E-05,95,31,178,,,,,0.0000176,93,10,127
2.18E-05,91,130,165,,,,,0.0000211,91,120,127
2.22E-05,95,62,168,,,,,0.0000196,92,64,127
1.83E-05,95,1,168,,,,,0.0000312,95,113,127
2.11E-05,93,112,165,,,,,0.0000185,91,39,127
1.95E-05,92,51,166,,,,,0.0000223,92,122,127
1.85E-05,94,19,163,,,,,0.0000185,93,34,127
1.89E-05,94,48,159,,,,,0.0000208,93,99,127
2.29E-05,94,153,158,,,,,0.0000186,93,5,127
2.18E-05,91,136,168,,,,,0.0000213,95,115,128
1.76E-05,91,8,170,,,,,0.000018,91,16,128
1.91E-05,91,50,171,,,,,0.0000212,94,112,128
2.02E-05,93,83,169,,,,,0.0000195,92,64,128
2.10E-05,94,110,176,,,,,0.0000183,92,25,128
2.30E-05,95,56,172,,,,,0.0000214,94,120,128
2.22E-05,93,140,163,,,,,0.0000181,95,26,128
2.15E-05,91,128,170,,,,,0.0000199,94,66,128
2.66E-05,94,90,170,,,,,0.0000191,94,50,128
1.78E-05,92,15,168,,,,,0.0000262,94,22,128
2.48E-05,91,131,169,,,,,0.000019,94,50,128
2.04E-05,91,90,166,,,,,0.0000282,93,113,128
2.26E-05,93,156,166,,,,,0.0000203,94,68,129
2.01E-05,95,81,168,,,,,0.0000221,91,111,129
2.27E-05,91,145,160,,,,,0.0000183,92,31,129
1.87E-05,91,43,160,,,,,0.000019,95,40,129
1.96E-05,91,61,180,,,,,0.0000236,93,14,130
1.73E-05,93,5,173,,,,,0.0000531,92,108,130
2.55E-05,93,133,179,,,,,0.0000196,95,63,130
2.24E-05,93,143,168,,,,,0.0000186,92,38,130
1.88E-05,93,40,165,,,,,0.0000303,91,119,130
1.75E-05,92,0,146,,,,,0.0000222,94,62,130
2.00E-05,95,73,145,,,,,0.0000282,92,105,130
1.93E-05,91,59,144,,,,,0.0000261,92,85,130
2.04E-05,91,84,146,,,,,0.0000175,91,7,130
2.08E-05,94,64,147,,,,,0.0000195,93,68,130
1.86E-05,92,40,135,,,,,0.0000193,92,63,130
1.93E-05,91,59,132,,,,,0.0000236,93,116,130
2.08E-05,93,77,135,,,,,0.0000198,92,35,130
1.92E-05,95,55,126,,,,,0.0000175,93,12,131
1.98E-05,93,79,125,,,,,0.0000199,94,77,131
2.11E-05,91,120,127,,,,,0.0000293,94,83,131
2.06E-05,95,37,126,,,,,0.0000212,93,87,131
1.97E-05,93,71,124,,,,,0.0000237,95,52,131
1.98E-05,94,73,126,,,,,0.0000184,95,34,131
1.98E-05,91,74,124,,,,,0.0000194,92,61,131
1.96E-05,92,64,127,,,,,0.0000197,91,38,131
1.91E-05,94,50,128,,,,,0.0000324,93,97,131
3.12E-05,95,113,127,,,,,0.0000214,94,120,131
2.61E-05,92,85,130,,,,,0.0000213,92,118,132
1.95E-05,93,33,114,,,,,0.0000211,91,110,132
2.31E-05,94,29,113,,,,,0.0000191,95,53,132
2.44E-05,94,19,116,,,,,0.0000218,93,128,132
2.72E-05,95,19,117,,,,,0.0000217,95,122,132
3.56E-05,92,47,121,,,,,0.0000221,93,124,132
1.85E-05,91,39,127,,,,,0.0000205,94,86,132
1.97E-05,91,38,131,,,,,0.0000184,94,4,132
2.23E-05,92,122,127,,,,,0.0000216,91,120,132
1.85E-05,93,34,127,,,,,0.000021,92,93,132
1.75E-05,91,7,130,,,,,0.0000193,91,59,132
1.84E-05,91,20,123,,,,,0.0000181,95,23,132
2.08E-05,93,99,127,,,,,0.000021,95,112,132
2.09E-05,94,63,125,,,,,0.0000206,95,58,133
1.90E-05,92,55,123,,,,,0.0000174,91,3,133
1.90E-05,94,46,119,,,,,0.0000186,91,42,133
1.78E-05,94,21,119,,,,,0.000018,95,29,133
1.97E-05,95,74,120,,,,,0.0000178,93,21,133
1.96E-05,95,54,122,,,,,0.0000183,95,33,133
2.01E-05,92,74,125,,,,,0.0000262,93,25,133
2.06E-05,94,47,123,,,,,0.0000242,93,31,133
1.92E-05,94,40,123,,,,,0.0000198,93,76,133
2.01E-05,91,76,119,,,,,0.000019,95,14,133
2.29E-05,95,18,111,,,,,0.0000183,94,28,133
2.09E-05,93,77,122,,,,,0.0000218,94,57,133
1.97E-05,94,44,125,,,,,0.0000184,95,35,133
2.27E-05,93,116,125,,,,,0.0000174,92,5,133
1.86E-05,93,5,127,,,,,0.0000176,91,17,133
1.81E-05,95,23,132,,,,,0.000022,95,105,133
1.85E-05,92,27,135,,,,,0.0000202,92,89,133
2.02E-05,91,23,141,,,,,0.000019,92,14,134
2.16E-05,94,128,143,,,,,0.0000206,94,99,134
1.76E-05,94,6,149,,,,,0.0000179,95,22,134
1.98E-05,92,72,147,,,,,0.0000195,93,17,134
2.01E-05,93,43,152,,,,,0.0000325,95,53,134
3.13E-05,92,52,149,,,,,0.0000206,93,94,134
2.12E-05,93,67,162,,,,,0.0000185,91,37,134
2.13E-05,91,113,163,,,,,0.0000593,94,32,135
2.38E-05,93,120,163,,,,,0.0000232,91,95,135
3.67E-05,93,3,162,,,,,0.0000372,94,76,135
2.67E-05,92,22,162,,,,,0.0000198,94,70,135
1.72E-05,95,1,158,,,,,0.0000213,94,73,135
2.21E-05,93,94,158,,,,,0.0000193,93,57,135
2.27E-05,92,15,154,,,,,0.0000267,91,85,135
2.44E-05,92,62,156,,,,,0.0000174,95,6,135
2.21E-05,91,135,155,,,,,0.0000177,93,10,135
2.16E-05,91,128,155,,,,,0.0000281,94,99,135
1.74E-05,95,12,157,,,,,0.0000192,92,54,135
2.11E-05,92,69,145,,,,,0.0000183,93,17,135
2.08E-05,95,99,146,,,,,0.0000186,92,40,135
2.16E-05,94,126,146,,,,,0.0000208,93,77,135
2.42E-05,95,138,144,,,,,0.0000185,92,27,135
1.93E-05,92,59,144,,,,,0.0000213,93,123,135
3.24E-05,93,97,131,,,,,0.0000213,93,113,135
2.21E-05,91,111,129,,,,,0.0000211,91,57,135
2.62E-05,94,22,128,,,,,0.0000315,92,37,135
1.77E-05,91,13,121,,,,,0.0000264,93,3,135
2.13E-05,92,109,116,,,,,0.0000244,93,84,136
2.03E-05,95,88,116,,,,,0.0000189,94,45,136
1.96E-05,93,65,118,,,,,0.000022,93,6,136
1.77E-05,94,8,114,,,,,0.0000213,93,96,136
2.20E-05,93,63,119,,,,,0.0000204,95,70,136
2.71E-05,91,115,118,,,,,0.0000311,91,100,136
1.78E-05,93,12,120,,,,,0.0000182,95,19,136
2.75E-05,91,92,119,,,,,0.0000215,94,120,136
2.01E-05,93,84,112,,,,,0.000032,93,56,137
1.85E-05,92,40,117,,,,,0.00002,95,86,137
1.85E-05,94,33,114,,,,,0.0000173,95,2,137
2.87E-05,93,109,115,,,,,0.0000175,95,2,137
2.01E-05,94,73,112,,,,,0.0000349,94,4,137
2.04E-05,92,79,115,,,,,0.0000573,94,68,137
2.16E-05,93,108,117,,,,,0.0000209,91,78,137
2.24E-05,92,116,118,,,,,0.0000293,94,36,137
2.03E-05,93,87,118,,,,,0.0000356,91,110,137
1.83E-05,95,29,115,,,,,0.0000193,92,44,137
2.68E-05,95,53,120,,,,,0.0000203,91,87,137
2.45E-05,94,72,122,,,,,0.0000198,95,66,137
2.00E-05,93,80,123,,,,,0.0000193,91,59,137
3.39E-05,92,113,123,,,,,0.0000189,91,39,137
1.86E-05,92,18,121,,,,,0.0000195,91,23,138
2.25E-05,95,86,114,,,,,0.0000206,95,59,138
1.93E-05,91,53,116,,,,,0.0000197,92,56,138
2.08E-05,94,101,115,,,,,0.0000221,93,116,138
1.96E-05,91,70,114,,,,,0.0000198,93,43,138
3.63E-05,92,6,113,,,,,0.0000219,93,118,138
1.79E-05,91,4,115,,,,,0.0000202,93,67,138
1.83E-05,92,31,129,,,,,0.0000194,95,36,138
1.83E-05,93,35,126,,,,,0.0000225,94,130,138
2.73E-05,93,41,138,,,,,0.0000273,93,41,138
1.90E-05,95,40,129,,,,,0.0000201,95,15,138
2.15E-05,93,117,140,,,,,0.0000175,95,3,138
1.81E-05,93,27,140,,,,,0.0000206,91,46,138
2.01E-05,95,15,138,,,,,0.000023,95,134,139
1.80E-05,95,12,147,,,,,0.0000198,93,43,139
1.90E-05,92,49,141,,,,,0.0000201,91,83,139
2.18E-05,94,105,154,,,,,0.0000196,91,47,139
2.50E-05,92,142,158,,,,,0.0000223,93,67,139
2.27E-05,95,163,169,,,,,0.0000231,91,98,139
2.08E-05,95,95,172,,,,,0.0000214,95,121,139
2.31E-05,93,103,176,,,,,0.0000204,92,94,140
2.25E-05,95,152,172,,,,,0.0000212,92,73,140
1.73E-05,92,5,172,,,,,0.0000203,92,30,140
1.70E-05,94,1,174,,,,,0.000023,91,80,140
3.11E-05,92,157,171,,,,,0.0000191,94,24,140
2.19E-05,93,130,167,,,,,0.0000178,95,10,140
2.20E-05,94,138,164,,,,,0.0000221,91,76,140
2.47E-05,94,79,165,,,,,0.0000246,94,130,140
2.02E-05,92,51,169,,,,,0.0000391,91,81,140
2.04E-05,95,94,164,,,,,0.0000198,93,62,140
1.75E-05,95,4,158,,,,,0.0000219,92,135,140
2.04E-05,92,34,159,,,,,0.0000215,93,117,140
2.31E-05,95,108,158,,,,,0.0000181,93,27,140
2.48E-05,93,69,163,,,,,0.0000252,94,48,140
2.22E-05,92,137,187,,,,,0.0000171,92,2,140
2.29E-05,94,156,185,,,,,0.0000205,93,101,140
1.89E-05,92,47,173,,,,,0.0000246,92,138,140
1.89E-05,92,45,170,,,,,0.0000211,91,118,140
3.30E-05,91,125,172,,,,,0.0000207,94,101,141
2.69E-05,94,83,177,,,,,0.0000183,93,34,141
1.89E-05,95,24,166,,,,,0.0000204,91,95,141
2.25E-05,91,147,161,,,,,0.0000198,95,59,141
2.22E-05,95,136,150,,,,,0.0000381,95,131,141
1.82E-05,92,16,150,,,,,0.0000187,94,14,141
2.18E-05,93,138,150,,,,,0.0000214,91,101,141
1.95E-05,93,65,151,,,,,0.0000288,91,117,141
1.82E-05,93,19,152,,,,,0.0000212,93,78,141
1.89E-05,93,48,152,,,,,0.0000219,92,110,141
1.91E-05,95,15,155,,,,,0.0000185,94,24,141
1.98E-05,92,76,156,,,,,0.0000204,93,37,141
1.96E-05,94,8,154,,,,,0.0000202,91,23,141
2.15E-05,93,130,172,,,,,0.000019,92,49,141
1.91E-05,91,45,178,,,,,0.0000191,91,59,142
2.37E-05,91,121,182,,,,,0.0000224,95,94,142
2.21E-05,91,150,183,,,,,0.0000261,95,68,142
2.12E-05,91,108,190,,,,,0.0000223,91,97,142
2.21E-05,94,87,192,,,,,0.0000327,93,51,142
1.86E-05,94,36,190,,,,,0.0000222,94,85,142
2.43E-05,94,127,185,,,,,0.0000193,93,30,142
2.34E-05,91,169,180,,,,,0.0000213,95,126,142
2.21E-05,92,141,200,,,,,0.0000487,93,52,142
2.10E-05,91,1,206,,,,,0.0000204,95,88,143
2.42E-05,92,58,210,,,,,0.0000221,91,108,143
0.0001349,94,215,220,,,,,0.0000186,95,40,143
1.86E-05,94,44,231,,,,,0.0000204,95,83,143
2.56E-05,91,177,238,,,,,0.0000323,93,122,143
2.74E-05,92,71,240,,,,,0.0000196,91,37,143
2.77E-05,93,232,253,,,,,0.0000223,93,124,143
1.99E-05,93,78,249,,,,,0.0000179,93,16,143
2.30E-05,94,168,249,,,,,0.0000216,94,128,143
3.00E-05,94,116,250,,,,,0.0000211,94,110,143
2.62E-05,92,57,260,,,,,0.0000208,94,59,143
3.23E-05,94,202,262,,,,,0.000022,94,129,143
2.59E-05,95,245,260,,,,,0.0000195,92,32,144
2.20E-05,95,131,271,,,,,0.0000218,91,71,144
1.89E-05,91,42,281,,,,,0.0000208,92,98,144
1.88E-05,93,40,281,,,,,0.0000216,91,122,144
2.17E-05,92,42,281,,,,,0.0000191,93,57,144
1.93E-05,92,23,281,,,,,0.0000193,91,59,144
1.72E-05,94,1,279,,,,,0.0000242,95,138,144
2.45E-05,95,195,279,,,,,0.0000193,92,59,144
1.79E-05,94,19,277,,,,,0.0000177,91,21,144
1.79E-05,95,7,277,,,,,0.0000191,95,53,144
3.60E-05,95,260,282,,,,,0.0000189,91,21,145
2.21E-05,95,141,281,,,,,0.0000223,95,140,145
2.48E-05,91,222,279,,,,,0.000027,95,117,145
1.77E-05,91,21,279,,,,,0.0000173,93,5,145
2.56E-05,93,217,279,,,,,0.00002,95,73,145
2.68E-05,95,267,281,,,,,0.0000211,92,69,145
1.84E-05,91,29,284,,,,,0.0000378,95,119,145
3.39E-05,92,226,286,,,,,0.0000223,93,138,146
2.20E-05,94,123,284,,,,,0.0000219,91,101,146
2.32E-05,92,159,282,,,,,0.0000175,92,0,146
2.45E-05,92,200,286,,,,,0.0000204,91,84,146
1.81E-05,93,24,295,,,,,0.0000208,95,99,146
1.81E-05,95,18,295,,,,,0.0000216,94,126,146
2.77E-05,95,33,299,,,,,0.0000182,94,0,146
2.69E-05,93,279,312,,,,,0.0000234,94,19,146
2.18E-05,95,93,303,,,,,0.0000179,91,3,146
2.54E-05,94,220,304,,,,,0.0000196,95,57,146
2.20E-05,93,111,306,,,,,0.0000213,91,96,146
2.78E-05,92,295,306,,,,,0.0000185,91,29,146
2.62E-05,93,248,304,,,,,0.0000191,92,57,147
1.81E-05,91,23,300,,,,,0.000018,95,5,147
2.18E-05,93,129,284,,,,,0.0000202,92,70,147
2.00E-05,95,78,283,,,,,0.0000208,94,64,147
1.90E-05,95,44,280,,,,,0.0000198,92,72,147
3.55E-05,92,107,285,,,,,0.000018,95,12,147
2.75E-05,93,265,285,,,,,0.0000244,91,140,147
2.31E-05,93,165,284,,,,,0.0000226,92,143,147
1.96E-05,95,23,281,,,,,0.0000193,94,62,147
3.13E-05,93,122,282,,,,,0.0000208,91,105,148
2.06E-05,92,91,285,,,,,0.0000341,95,50,148
2.66E-05,92,272,282,,,,,0.0000183,92,21,148
2.29E-05,93,162,282,,,,,0.0000203,95,24,148
2.06E-05,91,93,275,,,,,0.0000295,91,55,148
2.06E-05,92,92,281,,,,,0.0000235,95,142,148
1.94E-05,92,65,280,,,,,0.0000219,95,132,149
2.08E-05,95,78,277,,,,,0.0000238,93,43,149
2.55E-05,95,236,272,,,,,0.0000217,94,129,149
2.24E-05,92,149,271,,,,,0.0000187,93,38,149
2.46E-05,92,190,281,,,,,0.000018,95,21,149
1.98E-05,95,71,288,,,,,0.0000217,94,1,149
3.04E-05,91,287,292,,,,,0.0000176,94,6,149
2.73E-05,92,289,292,,,,,0.0000313,92,52,149
2.26E-05,95,153,292,,,,,0.000021,93,108,149
3.61E-05,94,26,292,,,,,0.0000198,91,71,149
2.15E-05,92,101,296,,,,,0.000022,91,134,149
2.48E-05,91,221,288,,,,,0.0000219,94,96,150
2.23E-05,95,3,297,,,,,0.0000188,94,38,150
2.57E-05,93,111,297,,,,,0.0000193,95,60,150
2.50E-05,93,115,304,,,,,0.0000215,92,128,150
2.44E-05,93,217,307,,,,,0.0000216,92,24,150
2.03E-05,91,90,308,,,,,0.0000231,92,123,150
3.72E-05,94,151,310,,,,,0.0000186,91,40,150
2.73E-05,91,227,307,,,,,0.0000222,95,136,150
2.62E-05,95,260,310,,,,,0.0000182,92,16,150
2.22E-05,92,138,305,,,,,0.0000218,93,138,150
2.03E-05,93,73,302,,,,,0.0000174,94,3,150
2.67E-05,92,246,310,,,,,0.0000247,92,73,150
2.54E-05,95,231,295,,,,,0.0000197,91,67,150
2.02E-05,93,92,297,,,,,0.0000182,91,24,150
2.27E-05,95,162,292,,,,,0.0000207,94,59,151
1.83E-05,91,24,293,,,,,0.0000207,92,72,151
1.71E-05,94,0,287,,,,,0.0000214,91,92,151
2.27E-05,95,155,293,,,,,0.0000184,92,32,151
1.85E-05,92,29,285,,,,,0.000022,92,141,151
2.36E-05,91,202,279,,,,,0.0000181,93,26,151
1.97E-05,94,58,279,,,,,0.0000224,94,131,151
2.11E-05,93,107,285,,,,,0.0000178,95,23,151
3.10E-05,92,278,287,,,,,0.0000178,94,16,151
1.82E-05,91,25,280,,,,,0.0000195,93,65,151
2.32E-05,92,166,284,,,,,0.000019,91,46,151
2.60E-05,93,232,281,,,,,0.0000211,93,73,151
2.42E-05,92,184,281,,,,,0.0000214,92,116,151
2.46E-05,92,189,279,,,,,0.0000224,93,113,152
2.11E-05,91,108,276,,,,,0.0000199,94,47,152
2.33E-05,91,174,276,,,,,0.0000197,92,72,152
1.90E-05,95,36,276,,,,,0.0000198,93,57,152
2.43E-05,93,198,271,,,,,0.0000207,94,84,152
2.06E-05,93,40,278,,,,,0.0000196,91,64,152
2.66E-05,91,236,276,,,,,0.000022,91,85,152
2.37E-05,94,199,279,,,,,0.0000193,94,49,152
2.72E-05,93,215,288,,,,,0.000018,94,23,152
2.59E-05,95,249,289,,,,,0.0000194,95,53,152
2.74E-05,94,286,290,,,,,0.0000201,93,43,152
1.93E-05,92,54,298,,,,,0.0000182,93,19,152
2.65E-05,92,221,303,,,,,0.0000189,93,48,152
2.78E-05,95,282,298,,,,,0.0000225,94,150,152
2.02E-05,94,82,307,,,,,0.0000534,95,103,152
2.77E-05,95,107,311,,,,,0.0000208,94,99,152
2.02E-05,92,76,315,,,,,0.0000193,94,60,153
2.54E-05,93,224,308,,,,,0.0000279,92,109,153
2.67E-05,91,270,309,,,,,0.000024,92,141,153
2.88E-05,92,283,311,,,,,0.0000191,95,51,153
2.50E-05,95,179,315,,,,,0.0000201,95,81,153
1.99E-05,92,52,312,,,,,0.0000227,92,149,153
2.18E-05,93,99,309,,,,,0.0000283,91,118,153
2.41E-05,91,35,311,,,,,0.0000202,93,78,153
4.39E-05,94,81,311,,,,,0.0000206,93,90,153
3.48E-05,93,82,313,,,,,0.0000193,95,61,154
2.46E-05,94,218,305,,,,,0.0000191,95,56,154
1.90E-05,91,44,300,,,,,0.0000213,94,106,154
2.72E-05,91,99,295,,,,,0.0000259,93,70,154
2.67E-05,94,260,276,,,,,0.0000227,92,15,154
2.55E-05,95,237,269,,,,,0.0000218,94,105,154
2.08E-05,92,68,268,,,,,0.0000196,94,8,154
1.86E-05,91,26,262,,,,,0.0000195,91,70,155
2.70E-05,93,218,253,,,,,0.0000233,91,146,155
2.37E-05,94,193,255,,,,,0.0000272,94,135,155
2.41E-05,94,194,251,,,,,0.0000196,92,36,155
2.62E-05,94,243,245,,,,,0.0000187,93,43,155
3.18E-05,95,215,235,,,,,0.0000221,91,135,155
2.13E-05,93,121,233,,,,,0.0000216,91,128,155
2.48E-05,92,224,228,,,,,0.0000191,95,15,155
2.27E-05,95,145,226,,,,,0.0000334,92,150,155
2.06E-05,93,91,220,,,,,0.0000267,94,68,155
2.13E-05,92,110,226,,,,,0.0000198,93,44,156
1.85E-05,92,36,223,,,,,0.0000196,95,46,156
3.53E-05,92,225,229,,,,,0.00002,91,68,156
2.65E-05,94,191,224,,,,,0.0000189,92,56,156
2.06E-05,94,94,232,,,,,0.0000227,93,137,156
1.95E-05,91,73,238,,,,,0.0000286,92,125,156
2.90E-05,95,140,237,,,,,0.0000244,92,62,156
2.45E-05,94,207,243,,,,,0.0000198,92,76,156
2.26E-05,94,153,243,,,,,0.0000202,93,89,156
2.36E-05,94,110,230,,,,,0.0000179,95,10,156
1.82E-05,95,22,232,,,,,0.0000193,94,64,156
3.04E-05,95,161,223,,,,,0.0000174,92,10,157
2.08E-05,92,102,215,,,,,0.0000191,92,54,157
2.21E-05,93,139,223,,,,,0.0000299,91,38,157
3.00E-05,92,172,224,,,,,0.0000217,91,62,157
2.41E-05,94,195,215,,,,,0.0000227,92,57,157
1.73E-05,92,1,208,,,,,0.0000197,95,77,157
2.53E-05,94,139,211,,,,,0.0000187,94,26,157
2.09E-05,95,99,205,,,,,0.0000204,91,85,157
3.08E-05,91,183,205,,,,,0.0000174,95,12,157
1.96E-05,92,59,208,,,,,0.000022,91,94,157
2.25E-05,92,147,207,,,,,0.0000353,93,113,157
2.30E-05,92,103,209,,,,,0.0000219,91,140,157
2.41E-05,91,189,218,,,,,0.0000293,91,149,157
2.23E-05,94,139,214,,,,,0.0000215,95,128,157
1.92E-05,91,56,227,,,,,0.0000216,94,118,157
2.04E-05,94,14,231,,,,,0.0000192,94,64,157
2.35E-05,94,129,235,,,,,0.0000216,94,119,158
2.32E-05,95,104,230,,,,,0.0000281,94,133,158
4.75E-05,93,194,237,,,,,0.0000215,93,98,158
3.52E-05,93,202,237,,,,,0.0000271,94,44,158
2.04E-05,93,64,235,,,,,0.0000197,92,67,158
2.38E-05,95,180,236,,,,,0.0000212,93,71,158
9.35E-05,94,200,224,,,,,0.0000229,94,153,158
2.50E-05,92,211,217,,,,,0.0000172,95,1,158
2.98E-05,94,166,217,,,,,0.0000221,93,94,158
1.83E-05,94,32,209,,,,,0.000025,92,142,158
1.89E-05,92,50,203,,,,,0.0000175,95,4,158
2.40E-05,93,191,198,,,,,0.0000231,95,108,158
1.78E-05,95,7,198,,,,,0.0000275,91,83,158
2.19E-05,92,140,198,,,,,0.0000275,94,113,158
2.39E-05,95,195,198,,,,,0.0000574,92,88,158
2.41E-05,92,196,199,,,,,0.000019,94,10,159
2.09E-05,92,107,197,,,,,0.0000189,93,24,159
2.11E-05,92,108,197,,,,,0.0000197,93,65,159
2.27E-05,92,169,195,,,,,0.0000217,95,125,159
1.91E-05,92,48,198,,,,,0.0000189,91,49,159
2.32E-05,93,176,198,,,,,0.0000223,95,147,159
1.96E-05,91,70,198,,,,,0.0000218,91,136,159
1.99E-05,95,81,199,,,,,0.0000199,94,69,159
2.15E-05,95,120,197,,,,,0.0000208,92,31,159
1.88E-05,92,41,194,,,,,0.000021,93,107,159
2.03E-05,95,91,197,,,,,0.0000189,94,48,159
2.08E-05,91,102,194,,,,,0.0000204,92,34,159
2.19E-05,92,134,192,,,,,0.0000347,92,141,159
1.84E-05,93,29,190,,,,,0.0000559,92,118,159
1.73E-05,91,4,176,,,,,0.0001042,95,141,159
2.08E-05,92,85,180,,,,,0.0000375,92,79,159
3.59E-05,91,169,188,,,,,0.0000291,95,110,160
2.27E-05,94,158,178,,,,,0.0000216,92,56,160
2.03E-05,93,77,185,,,,,0.0000231,93,146,160
1.80E-05,93,23,185,,,,,0.0000179,93,11,160
2.28E-05,91,124,182,,,,,0.0000217,91,105,160
2.60E-05,95,78,184,,,,,0.0000227,91,145,160
2.07E-05,91,100,178,,,,,0.0000187,91,43,160
2.13E-05,95,4,183,,,,,0.0000301,95,125,160
2.25E-05,91,147,184,,,,,0.0000228,94,139,160
2.04E-05,92,93,191,,,,,0.0000232,95,94,161
2.00E-05,91,84,195,,,,,0.0000323,93,145,161
2.06E-05,93,94,196,,,,,0.0000207,93,104,161
1.76E-05,92,11,193,,,,,0.0000225,91,147,161
1.71E-05,95,2,192,,,,,0.0000244,92,120,161
2.19E-05,94,139,196,,,,,0.0000194,94,55,162
2.32E-05,95,43,199,,,,,0.0000338,94,149,162
2.98E-05,91,107,195,,,,,0.0000223,95,155,162
2.74E-05,91,87,176,,,,,0.0000214,92,4,162
2.04E-05,93,94,179,,,,,0.0000292,95,62,162
1.97E-05,95,60,179,,,,,0.0000196,91,68,162
2.27E-05,93,137,174,,,,,0.00002,94,57,162
2.05E-05,95,92,175,,,,,0.0000286,94,138,162
1.81E-05,94,21,182,,,,,0.0000212,93,67,162
2.21E-05,95,134,179,,,,,0.0000367,93,3,162
2.03E-05,91,80,180,,,,,0.0000267,92,22,162
2.08E-05,91,16,187,,,,,0.0000185,92,5,162
2.41E-05,91,171,174,,,,,0.0000199,93,67,162
2.27E-05,94,125,179,,,,,0.0000199,93,41,163
2.13E-05,94,122,177,,,,,0.0000208,93,75,163
1.91E-05,92,38,178,,,,,0.0000196,94,62,163
2.29E-05,93,163,183,,,,,0.0000238,95,103,163
1.92E-05,91,53,183,,,,,0.0000185,94,19,163
2.16E-05,92,132,193,,,,,0.0000222,93,140,163
1.85E-05,93,4,196,,,,,0.0000213,91,113,163
2.28E-05,91,159,205,,,,,0.0000238,93,120,163
2.03E-05,92,60,216,,,,,0.0000248,93,69,163
3.27E-05,92,155,218,,,,,0.0000305,95,134,163
2.05E-05,94,66,215,,,,,0.0000302,94,107,163
2.32E-05,92,154,220,,,,,0.0000206,92,87,163
2.17E-05,93,95,216,,,,,0.0000204,92,91,164
2.48E-05,94,185,222,,,,,0.0000215,94,125,164
2.39E-05,93,188,229,,,,,0.0000223,95,143,164
3.81E-05,91,179,231,,,,,0.0000231,93,121,164
2.86E-05,94,60,230,,,,,0.0000177,91,7,164
2.19E-05,91,72,219,,,,,0.000022,94,138,164
2.72E-05,93,200,220,,,,,0.0000204,95,94,164
2.73E-05,95,119,222,,,,,0.0000219,91,127,164
1.92E-05,94,47,223,,,,,0.0000258,94,11,164
1.85E-05,95,35,221,,,,,0.0000181,95,19,164
2.00E-05,93,63,214,,,,,0.0000184,94,2,164
2.36E-05,92,185,214,,,,,0.0000215,91,81,165
2.55E-05,92,197,216,,,,,0.0000218,91,130,165
2.22E-05,91,139,213,,,,,0.0000211,93,112,165
2.03E-05,93,91,207,,,,,0.0000188,93,40,165
2.96E-05,94,119,206,,,,,0.0000247,94,79,165
2.35E-05,94,181,206,,,,,0.0000203,92,86,165
1.99E-05,93,77,213,,,,,0.000023,92,39,165
2.16E-05,95,8,210,,,,,0.0000231,92,155,166
2.09E-05,93,102,212,,,,,0.0000218,95,138,166
1.94E-05,91,49,207,,,,,0.0000195,92,51,166
2.41E-05,91,25,208,,,,,0.0000204,91,90,166
1.99E-05,93,15,215,,,,,0.0000226,93,156,166
2.40E-05,94,130,196,,,,,0.0000189,95,24,166
1.83E-05,91,23,196,,,,,0.000021,95,105,166
