cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,sum,pocet
8.39E-05,20,22,43,,,
8.37E-05,9,33,44,,,
8.39E-05,33,3,44,,,
8.36E-05,17,34,45,,,
0.000162,33,4,48,,,
9.11E-05,21,9,49,,,
8.41E-05,28,19,49,,,
9.10E-05,18,21,50,,,
9.17E-05,21,10,49,,,
8.42E-05,5,42,48,,,
8.60E-05,16,3,50,,,
8.38E-05,29,18,52,,,
8.36E-05,3,41,53,,,
0.0001109,23,22,48,,,
0.0001085,11,3,50,,,
0.0001203,19,25,51,,,
8.33E-05,24,35,50,,,
8.33E-05,19,3,51,,,
8.36E-05,18,28,51,,,
8.36E-05,7,43,51,,,
9.21E-05,7,20,49,,,
0.0001022,1,19,50,,,
8.38E-05,5,13,47,,,
8.33E-05,17,10,43,,,
8.33E-05,28,27,42,,,
8.39E-05,4,38,44,,,
0.0001401,26,10,47,,,
8.36E-05,14,35,49,,,
9.16E-05,30,4,44,,,
0.0002979,21,7,45,,,
8.45E-05,18,42,46,,,
0.0001012,29,35,45,,,
8.56E-05,21,0,43,,,
8.38E-05,33,27,44,,,
8.41E-05,7,27,44,,,
8.57E-05,4,11,46,,,
0.0001423,31,26,48,,,
8.38E-05,26,42,47,,,
8.35E-05,10,25,42,,,
8.39E-05,7,9,39,,,
8.39E-05,5,25,40,,,
8.36E-05,29,10,37,,,
8.39E-05,23,5,36,,,
9.05E-05,20,14,35,,,
8.35E-05,22,10,36,,,
8.40E-05,35,27,37,,,
8.35E-05,6,13,41,,,
8.45E-05,8,15,39,,,
8.36E-05,2,15,40,,,
8.37E-05,11,18,40,,,
8.33E-05,30,22,40,,,
8.86E-05,28,20,41,,,
8.48E-05,28,7,43,,,
8.41E-05,6,12,42,,,
8.36E-05,31,17,42,,,
8.45E-05,31,20,44,,,
8.39E-05,19,8,47,,,
8.46E-05,12,29,34,,,
0.0001262,14,22,24,,,
8.39E-05,33,13,22,,,
8.56E-05,22,12,22,,,
8.53E-05,24,15,23,,,
9.05E-05,2,18,24,,,
9.12E-05,24,0,25,,,
8.40E-05,26,1,26,,,
9.04E-05,7,24,26,,,
0.0001201,20,22,24,,,
8.45E-05,13,19,25,,,
8.42E-05,28,9,20,,,
0.0001192,2,5,21,,,
9.44E-05,5,1,20,,,
9.07E-05,11,8,20,,,
8.38E-05,23,8,23,,,
8.38E-05,23,21,25,,,
8.40E-05,23,8,26,,,
8.36E-05,33,7,24,,,
8.41E-05,4,8,21,,,
8.34E-05,25,16,22,,,
0.0001172,27,19,23,,,
0.0001154,27,10,24,,,
9.31E-05,17,4,24,,,
8.52E-05,4,22,24,,,
8.45E-05,29,2,24,,,
8.49E-05,5,5,26,,,
8.44E-05,33,10,17,,,
8.44E-05,15,13,19,,,
8.51E-05,14,6,16,,,
8.52E-05,12,4,15,,,
8.49E-05,33,7,16,,,
8.50E-05,29,7,17,,,
8.45E-05,22,17,19,,,
9.25E-05,34,7,22,,,
8.38E-05,16,6,18,,,
8.40E-05,14,14,18,,,
8.38E-05,15,0,18,,,
8.50E-05,22,1,13,,,
8.35E-05,9,11,13,,,
8.28E-05,4,11,18,,,
8.30E-05,12,2,19,,,
8.55E-05,21,4,16,,,
8.39E-05,9,5,14,,,
8.39E-05,6,0,16,,,
8.40E-05,19,1,17,,,
8.37E-05,34,13,19,,,
8.40E-05,20,9,19,,,
8.33E-05,22,12,18,,,
9.14E-05,24,10,19,,,
8.37E-05,2,6,20,,,
8.92E-05,31,14,22,,,
8.37E-05,4,9,20,,,
8.53E-05,6,1,19,,,
8.46E-05,20,16,20,,,
9.02E-05,18,15,19,,,
8.38E-05,27,8,16,,,
8.42E-05,25,8,11,,,
8.36E-05,27,9,11,,,
8.35E-05,20,5,11,,,
8.83E-05,7,3,12,,,
0.000232,8,4,12,,,
8.39E-05,15,5,10,,,
0.0003779,6,0,10,,,
8.53E-05,34,5,11,,,
8.39E-05,23,2,12,,,
8.43E-05,21,1,9,,,
8.38E-05,23,8,10,,,
8.38E-05,30,9,11,,,
8.57E-05,5,3,12,,,
8.49E-05,34,1,13,,,
9.21E-05,8,5,14,,,
8.35E-05,5,10,12,,,
8.37E-05,32,6,13,,,
8.42E-05,3,1,13,,,
8.38E-05,30,7,11,,,
9.37E-05,29,1,13,,,
8.38E-05,3,0,14,,,
8.40E-05,22,1,14,,,
8.46E-05,26,8,13,,,
8.41E-05,6,2,6,,,
8.63E-05,6,5,9,,,
9.34E-05,11,1,3,,,
8.39E-05,15,0,3,,,
9.22E-05,18,0,2,,,
8.40E-05,22,0,2,,,
8.31E-05,27,0,2,,,
1.73E-05,28,0,1,,,
8.36E-05,19,0,2,,,
1.74E-05,9,0,1,,,
8.41E-05,22,0,2,,,
1.88E-05,18,0,1,,,
8.37E-05,31,1,3,,,
9.13E-05,15,0,3,,,
9.16E-05,22,1,5,,,
8.41E-05,29,1,4,,,
8.40E-05,24,1,3,,,
9.12E-05,28,1,3,,,
0.0001335,19,0,3,,,
8.40E-05,4,2,5,,,
8.55E-05,33,0,3,,,
8.40E-05,9,1,4,,,
8.34E-05,14,0,2,,,
8.39E-05,8,0,2,,,
8.41E-05,20,1,3,,,
8.41E-05,34,2,5,,,
8.52E-05,6,4,6,,,
8.41E-05,14,3,7,,,
8.37E-05,16,5,8,,,
8.35E-05,11,0,3,,,
8.38E-05,15,0,4,,,
8.41E-05,13,0,4,,,
8.85E-05,35,1,4,,,
8.59E-05,3,2,5,,,
0.0001201,24,3,7,,,
9.09E-05,7,1,6,,,
8.36E-05,35,3,6,,,
8.39E-05,28,5,8,,,
8.34E-05,16,7,11,,,
8.34E-05,23,3,10,,,
8.35E-05,26,3,11,,,
8.34E-05,19,2,10,,,
0.0001608,15,1,16,,,
8.48E-05,21,2,16,,,
8.41E-05,22,6,20,,,
8.81E-05,13,15,21,,,
8.44E-05,20,7,23,,,
8.38E-05,34,11,24,,,
0.0001211,21,17,24,,,
8.30E-05,6,8,16,,,
0.0001368,23,9,14,,,
8.47E-05,2,9,15,,,
8.36E-05,35,9,16,,,
0.0001011,6,2,18,,,
8.42E-05,2,2,16,,,
8.41E-05,4,4,14,,,
8.52E-05,1,9,13,,,
8.37E-05,31,9,14,,,
0.0002331,28,3,14,,,
8.48E-05,1,7,10,,,
8.69E-05,14,2,10,,,
8.56E-05,11,3,10,,,
8.50E-05,8,5,10,,,
8.48E-05,5,8,11,,,
8.51E-05,30,9,12,,,
0.0001153,15,2,14,,,
0.0001115,9,0,15,,,
0.0001108,26,0,16,,,
8.41E-05,22,7,14,,,
8.42E-05,20,8,14,,,
8.47E-05,29,9,14,,,
8.43E-05,13,6,12,,,
8.39E-05,5,8,12,,,
8.54E-05,32,3,11,,,
8.62E-05,15,5,12,,,
9.14E-05,5,6,13,,,
0.0001069,15,7,13,,,
8.42E-05,24,5,13,,,
8.39E-05,25,11,14,,,
8.36E-05,8,7,15,,,
8.36E-05,19,1,17,,,
8.35E-05,10,15,17,,,
0.0001031,34,10,15,,,
8.36E-05,17,7,13,,,
8.34E-05,27,8,15,,,
8.43E-05,4,9,13,,,
8.45E-05,10,9,13,,,
8.41E-05,11,11,20,,,
8.79E-05,19,11,19,,,
9.77E-05,18,12,21,,,
9.27E-05,6,0,22,,,
8.50E-05,15,20,22,,,
8.34E-05,32,15,23,,,
8.40E-05,18,3,24,,,
8.34E-05,8,23,27,,,
8.46E-05,19,0,20,,,
8.39E-05,34,4,21,,,
8.41E-05,13,17,20,,,
8.39E-05,18,2,19,,,
8.42E-05,30,12,19,,,
8.97E-05,25,10,21,,,
8.37E-05,4,2,22,,,
8.34E-05,9,6,27,,,
8.39E-05,6,8,29,,,
9.29E-05,16,1,32,,,
8.43E-05,11,30,32,,,
8.40E-05,9,9,34,,,
8.39E-05,17,7,35,,,
8.47E-05,28,27,34,,,
8.37E-05,31,25,30,,,
8.39E-05,27,14,32,,,
8.41E-05,22,6,34,,,
8.42E-05,26,3,33,,,
8.39E-05,7,29,33,,,
8.59E-05,28,11,31,,,
8.35E-05,13,24,32,,,
8.36E-05,8,0,26,,,
8.41E-05,30,1,27,,,
8.36E-05,17,11,28,,,
8.52E-05,35,16,28,,,
9.19E-05,7,23,28,,,
8.43E-05,15,4,29,,,
8.40E-05,3,0,26,,,
8.41E-05,21,25,28,,,
9.05E-05,27,26,32,,,
8.37E-05,13,10,33,,,
8.43E-05,9,3,34,,,
8.35E-05,23,10,33,,,
8.37E-05,15,21,34,,,
8.38E-05,29,2,35,,,
9.18E-05,13,33,36,,,
8.39E-05,20,27,36,,,
8.60E-05,21,22,39,,,
8.38E-05,1,4,43,,,
8.38E-05,5,35,45,,,
8.40E-05,4,42,45,,,
9.20E-05,24,42,46,,,
8.45E-05,7,29,47,,,
8.34E-05,23,11,48,,,
8.40E-05,20,41,49,,,
0.0001578,3,45,47,,,
0.0001491,6,0,48,,,
0.0002037,30,3,50,,,
0.0001588,16,47,50,,,
8.40E-05,16,12,47,,,
8.35E-05,18,13,46,,,
8.40E-05,22,40,45,,,
8.37E-05,29,29,46,,,
0.0001115,12,10,48,,,
9.99E-05,9,25,50,,,
0.0001086,20,5,51,,,
8.47E-05,28,22,54,,,
8.48E-05,23,14,56,,,
8.45E-05,18,11,58,,,
8.40E-05,10,6,60,,,
8.39E-05,11,59,61,,,
0.0001251,19,30,63,,,
8.69E-05,5,31,65,,,
8.44E-05,27,51,67,,,
8.44E-05,12,60,69,,,
8.50E-05,19,11,68,,,
0.0001909,30,13,65,,,
8.48E-05,14,58,65,,,
8.47E-05,16,18,64,,,
8.49E-05,6,31,64,,,
8.55E-05,29,61,67,,,
8.42E-05,9,28,65,,,
8.40E-05,19,54,64,,,
8.39E-05,20,33,68,,,
8.40E-05,16,30,67,,,
8.36E-05,14,28,68,,,
9.11E-05,10,53,68,,,
9.08E-05,31,3,68,,,
0.0001206,34,61,67,,,
8.38E-05,15,8,66,,,
8.39E-05,8,33,67,,,
9.15E-05,35,56,70,,,
8.40E-05,11,12,70,,,
8.37E-05,12,73,75,,,
8.57E-05,18,33,75,,,
8.61E-05,26,59,74,,,
8.48E-05,24,51,74,,,
8.39E-05,6,6,75,,,
9.07E-05,26,35,74,,,
8.54E-05,22,35,67,,,
8.49E-05,33,18,66,,,
8.34E-05,13,11,63,,,
8.40E-05,28,14,65,,,
8.38E-05,30,12,67,,,
0.0001733,12,5,67,,,
0.000129,11,42,67,,,
0.0001505,26,54,69,,,
0.0001347,12,65,69,,,
0.0001375,15,56,69,,,
0.0001261,25,1,68,,,
8.51E-05,2,24,61,,,
8.51E-05,21,6,61,,,
8.45E-05,29,17,61,,,
8.47E-05,12,7,57,,,
0.0002219,17,47,54,,,
8.41E-05,27,42,56,,,
8.38E-05,3,32,57,,,
8.35E-05,2,47,54,,,
8.41E-05,15,28,53,,,
9.39E-05,18,9,53,,,
8.59E-05,19,53,55,,,
8.34E-05,5,24,55,,,
8.46E-05,34,36,51,,,
8.40E-05,24,36,52,,,
0.0001627,7,31,50,,,
8.32E-05,6,42,50,,,
8.35E-05,1,3,47,,,
8.35E-05,3,46,48,,,
8.32E-05,9,37,50,,,
9.24E-05,32,0,48,,,
8.37E-05,4,10,51,,,
8.43E-05,27,48,51,,,
8.39E-05,31,19,54,,,
8.33E-05,27,26,55,,,
9.77E-05,14,39,56,,,
0.0003724,3,23,57,,,
8.40E-05,33,11,56,,,
8.44E-05,4,41,58,,,
8.37E-05,25,40,63,,,
8.42E-05,18,55,64,,,
8.41E-05,10,2,65,,,
8.35E-05,31,39,65,,,
9.09E-05,23,3,66,,,
8.43E-05,24,35,62,,,
0.0005208,34,13,57,,,
8.99E-05,19,6,57,,,
8.51E-05,27,9,60,,,
9.03E-05,30,23,54,,,
8.54E-05,14,28,55,,,
8.48E-05,20,15,56,,,
8.35E-05,34,51,58,,,
8.37E-05,23,55,58,,,
0.0001279,15,39,58,,,
8.31E-05,9,23,59,,,
8.34E-05,15,2,56,,,
8.33E-05,31,5,56,,,
8.37E-05,1,13,57,,,
8.45E-05,35,20,64,,,
8.39E-05,5,33,66,,,
8.39E-05,27,30,68,,,
9.47E-05,25,19,65,,,
8.45E-05,26,11,64,,,
8.37E-05,20,49,65,,,
9.33E-05,5,15,62,,,
8.39E-05,30,21,60,,,
8.30E-05,13,6,63,,,
8.29E-05,2,55,63,,,
8.34E-05,12,25,65,,,
8.38E-05,25,65,67,,,
8.63E-05,19,10,69,,,
8.39E-05,25,41,68,,,
8.63E-05,17,11,63,,,
8.38E-05,24,35,62,,,
8.36E-05,35,26,63,,,
8.37E-05,31,8,64,,,
8.37E-05,4,53,65,,,
8.37E-05,6,18,65,,,
8.43E-05,23,32,63,,,
8.36E-05,26,40,63,,,
8.43E-05,12,42,66,,,
8.40E-05,9,23,67,,,
8.47E-05,25,16,66,,,
8.36E-05,33,24,62,,,
8.38E-05,29,23,59,,,
8.40E-05,28,0,61,,,
0.0001118,22,16,64,,,
8.92E-05,1,22,66,,,
0.0001262,21,4,67,,,
8.38E-05,5,22,68,,,
8.32E-05,15,0,68,,,
8.31E-05,19,30,68,,,
9.20E-05,25,14,71,,,
8.49E-05,12,58,70,,,
8.43E-05,30,45,65,,,
0.0001062,23,60,66,,,
8.39E-05,10,64,67,,,
8.41E-05,24,19,65,,,
8.45E-05,16,41,68,,,
8.62E-05,2,21,66,,,
8.97E-05,33,20,68,,,
8.42E-05,23,52,67,,,
9.50E-05,2,14,72,,,
8.41E-05,8,49,73,,,
8.47E-05,28,44,74,,,
8.44E-05,22,23,76,,,
8.41E-05,13,53,77,,,
8.45E-05,14,9,77,,,
8.32E-05,13,43,66,,,
8.34E-05,7,15,61,,,
8.41E-05,7,50,59,,,
8.37E-05,8,10,46,,,
8.42E-05,29,4,43,,,
9.08E-05,9,37,44,,,
8.51E-05,30,28,36,,,
9.45E-05,26,1,37,,,
9.22E-05,11,16,38,,,
8.49E-05,26,4,39,,,
8.35E-05,34,28,40,,,
8.35E-05,24,34,38,,,
8.76E-05,30,24,38,,,
8.39E-05,18,36,38,,,
8.39E-05,23,26,40,,,
8.37E-05,14,40,42,,,
8.40E-05,19,17,45,,,
8.41E-05,3,14,46,,,
8.39E-05,19,15,45,,,
8.41E-05,28,43,45,,,
8.54E-05,21,16,40,,,
8.43E-05,28,4,40,,,
8.37E-05,6,37,40,,,
8.64E-05,2,23,42,,,
8.53E-05,34,7,43,,,
8.36E-05,24,36,42,,,
8.38E-05,32,18,45,,,
8.46E-05,19,10,40,,,
8.39E-05,13,20,41,,,
8.52E-05,1,36,44,,,
8.34E-05,9,34,44,,,
8.30E-05,4,30,45,,,
8.35E-05,17,31,46,,,
8.36E-05,28,4,46,,,
8.36E-05,3,39,42,,,
8.34E-05,7,20,37,,,
8.36E-05,29,11,36,,,
8.76E-05,2,3,34,,,
8.40E-05,11,18,32,,,
8.39E-05,23,12,33,,,
8.68E-05,21,3,33,,,
8.60E-05,23,3,34,,,
8.39E-05,16,5,29,,,
8.42E-05,9,24,31,,,
8.34E-05,7,26,28,,,
8.92E-05,27,18,28,,,
8.34E-05,16,13,29,,,
8.36E-05,12,4,29,,,
8.37E-05,10,5,34,,,
8.39E-05,1,32,36,,,
8.37E-05,29,2,38,,,
8.38E-05,11,20,37,,,
8.35E-05,19,6,36,,,
8.44E-05,31,17,33,,,
8.39E-05,16,23,34,,,
0.0001223,21,10,35,,,
8.37E-05,5,4,41,,,
8.56E-05,30,14,42,,,
8.42E-05,13,12,40,,,
8.36E-05,4,29,40,,,
8.37E-05,2,28,41,,,
9.17E-05,34,19,42,,,
8.37E-05,33,27,40,,,
8.44E-05,35,11,38,,,
8.40E-05,22,4,39,,,
8.37E-05,10,35,39,,,
8.63E-05,21,3,35,,,
9.36E-05,19,34,36,,,
8.37E-05,6,18,38,,,
8.36E-05,35,31,37,,,
9.18E-05,25,4,36,,,
8.33E-05,1,8,38,,,
8.31E-05,3,6,37,,,
8.43E-05,8,21,39,,,
8.40E-05,3,34,40,,,
0.0001066,3,21,41,,,
0.0001215,23,5,36,,,
8.45E-05,34,2,38,,,
8.38E-05,35,25,37,,,
9.20E-05,12,5,31,,,
8.41E-05,5,8,31,,,
8.38E-05,15,24,32,,,
8.34E-05,12,7,34,,,
8.44E-05,15,5,33,,,
8.57E-05,33,18,33,,,
9.04E-05,3,9,37,,,
9.06E-05,21,28,36,,,
8.36E-05,32,14,37,,,
8.40E-05,4,16,38,,,
8.38E-05,12,10,39,,,
8.38E-05,16,3,40,,,
8.39E-05,33,0,42,,,
8.37E-05,14,22,42,,,
8.56E-05,7,6,47,,,
9.27E-05,33,39,48,,,
8.44E-05,25,40,45,,,
8.36E-05,15,1,48,,,
8.30E-05,24,43,49,,,
8.29E-05,4,4,50,,,
8.52E-05,10,9,50,,,
8.53E-05,29,3,51,,,
8.40E-05,30,36,51,,,
8.44E-05,8,14,52,,,
8.41E-05,24,1,54,,,
8.47E-05,25,12,55,,,
8.36E-05,2,19,56,,,
8.42E-05,13,4,56,,,
8.38E-05,9,37,54,,,
8.41E-05,15,19,55,,,
8.39E-05,2,27,55,,,
8.39E-05,28,33,57,,,
8.42E-05,23,48,58,,,
8.43E-05,3,33,58,,,
8.41E-05,13,14,58,,,
8.43E-05,34,34,59,,,
8.39E-05,24,4,59,,,
8.65E-05,20,19,61,,,
8.44E-05,16,4,61,,,
8.41E-05,25,26,61,,,
8.36E-05,19,10,59,,,
9.23E-05,31,39,60,,,
8.34E-05,8,59,61,,,
9.50E-05,23,1,64,,,
8.40E-05,2,49,64,,,
8.45E-05,3,28,65,,,
8.52E-05,25,61,66,,,
8.36E-05,26,61,66,,,
8.38E-05,20,3,65,,,
9.09E-05,24,10,66,,,
8.73E-05,25,20,70,,,
8.37E-05,14,58,70,,,
8.35E-05,6,68,70,,,
8.36E-05,18,57,71,,,
8.42E-05,32,18,72,,,
8.32E-05,14,32,68,,,
8.87E-05,8,44,69,,,
8.32E-05,34,30,65,,,
8.40E-05,6,6,67,,,
0.0001182,16,41,66,,,
8.38E-05,7,34,65,,,
8.37E-05,28,36,68,,,
8.36E-05,18,29,68,,,
8.33E-05,13,27,67,,,
0.0001007,15,65,68,,,
9.30E-05,21,27,71,,,
8.40E-05,5,39,73,,,
8.50E-05,27,31,78,,,
8.41E-05,28,37,76,,,
0.0001104,7,45,76,,,
8.34E-05,15,57,75,,,
0.0001025,2,68,75,,,
8.43E-05,4,1,73,,,
8.38E-05,20,56,73,,,
8.53E-05,18,3,76,,,
8.70E-05,7,18,80,,,
0.0001135,29,13,84,,,
8.48E-05,10,69,84,,,
8.44E-05,19,29,79,,,
0.0001321,6,23,82,,,
8.46E-05,4,66,83,,,
8.55E-05,34,66,76,,,
8.48E-05,23,3,78,,,
0.0001632,31,67,76,,,
8.42E-05,7,73,77,,,
8.37E-05,4,54,78,,,
8.45E-05,30,47,79,,,
8.40E-05,2,53,82,,,
8.40E-05,12,3,80,,,
9.14E-05,10,31,75,,,
8.35E-05,32,14,75,,,
8.37E-05,25,45,75,,,
8.36E-05,34,73,75,,,
8.39E-05,27,67,74,,,
8.43E-05,3,53,63,,,
8.41E-05,4,45,64,,,
8.42E-05,31,36,64,,,
8.27E-05,10,47,62,,,
8.37E-05,11,14,63,,,
8.36E-05,25,30,64,,,
0.0003781,3,45,62,,,
8.35E-05,25,39,60,,,
8.39E-05,33,42,58,,,
8.37E-05,11,30,58,,,
9.18E-05,35,10,57,,,
8.40E-05,29,44,58,,,
8.40E-05,17,3,57,,,
0.0001075,10,46,57,,,
8.73E-05,27,21,56,,,
8.52E-05,27,1,57,,,
8.45E-05,7,38,57,,,
0.0001067,2,10,55,,,
0.0001038,29,1,56,,,
0.0001025,5,27,55,,,
0.0001015,24,32,55,,,
0.0001099,20,28,55,,,
8.52E-05,9,50,58,,,
8.50E-05,31,41,59,,,
8.50E-05,5,7,60,,,
8.56E-05,26,30,63,,,
8.49E-05,30,10,65,,,
8.87E-05,13,40,65,,,
8.64E-05,22,38,72,,,
8.41E-05,16,48,74,,,
8.36E-05,24,61,75,,,
8.40E-05,31,11,77,,,
8.37E-05,10,11,75,,,
8.50E-05,30,14,74,,,
8.46E-05,30,22,74,,,
8.33E-05,1,46,75,,,
8.30E-05,2,9,77,,,
8.35E-05,29,9,77,,,
8.37E-05,30,31,78,,,
8.36E-05,14,44,78,,,
8.46E-05,20,35,80,,,
8.28E-05,18,9,79,,,
9.32E-05,11,22,81,,,
9.50E-05,29,42,85,,,
8.35E-05,34,28,85,,,
8.43E-05,26,79,87,,,
8.38E-05,22,60,84,,,
8.39E-05,18,71,83,,,
0.0001286,17,6,84,,,
8.41E-05,31,78,80,,,
0.0001002,29,50,82,,,
8.46E-05,13,65,84,,,
8.40E-05,3,1,85,,,
8.31E-05,17,2,81,,,
9.34E-05,34,40,84,,,
8.38E-05,30,9,81,,,
8.47E-05,16,37,81,,,
8.73E-05,8,3,82,,,
0.0001261,30,58,82,,,
8.43E-05,3,1,81,,,
8.47E-05,22,47,83,,,
8.46E-05,25,47,84,,,
8.45E-05,27,15,86,,,
8.44E-05,12,78,88,,,
0.000132,15,57,87,,,
8.34E-05,21,2,84,,,
8.62E-05,35,33,80,,,
8.37E-05,30,3,76,,,
9.30E-05,34,2,70,,,
8.44E-05,8,24,71,,,
8.33E-05,15,34,68,,,
8.39E-05,35,52,68,,,
8.38E-05,17,50,72,,,
8.38E-05,23,38,72,,,
8.38E-05,18,73,76,,,
8.34E-05,24,51,73,,,
8.33E-05,13,1,73,,,
8.42E-05,23,69,74,,,
8.41E-05,1,71,75,,,
8.32E-05,10,14,75,,,
8.42E-05,23,12,73,,,
8.57E-05,30,16,70,,,
8.37E-05,20,68,72,,,
8.41E-05,8,16,73,,,
8.41E-05,21,49,72,,,
8.38E-05,25,54,73,,,
8.40E-05,13,62,73,,,
0.0001239,28,59,74,,,
8.62E-05,15,21,75,,,
8.37E-05,1,39,73,,,
9.10E-05,20,30,69,,,
8.48E-05,14,31,72,,,
8.38E-05,19,24,71,,,
8.40E-05,26,14,69,,,
8.36E-05,10,31,71,,,
8.45E-05,22,66,72,,,
8.46E-05,26,57,66,,,
8.43E-05,6,60,66,,,
8.42E-05,4,31,65,,,
8.35E-05,19,37,67,,,
8.78E-05,6,36,65,,,
0.0001396,1,24,67,,,
0.0001352,17,18,69,,,
0.0001001,35,9,70,,,
8.45E-05,29,67,73,,,
8.48E-05,23,71,74,,,
8.45E-05,8,15,76,,,
8.51E-05,29,18,74,,,
8.36E-05,6,25,70,,,
8.38E-05,22,48,66,,,
9.18E-05,17,50,66,,,
8.38E-05,19,23,69,,,
8.35E-05,34,67,70,,,
8.40E-05,32,13,61,,,
8.42E-05,25,10,61,,,
8.36E-05,34,41,62,,,
8.42E-05,14,16,62,,,
8.38E-05,14,44,62,,,
8.38E-05,27,11,63,,,
8.35E-05,6,40,62,,,
8.34E-05,35,35,64,,,
8.55E-05,6,22,61,,,
8.35E-05,2,37,61,,,
9.36E-05,25,20,62,,,
8.41E-05,30,1,63,,,
0.0001758,11,30,64,,,
8.44E-05,9,13,66,,,
8.43E-05,29,53,66,,,
8.37E-05,23,48,55,,,
8.37E-05,4,39,56,,,
8.55E-05,4,15,57,,,
8.37E-05,10,41,59,,,
8.41E-05,7,18,60,,,
8.40E-05,16,19,60,,,
8.54E-05,22,33,60,,,
8.35E-05,19,0,61,,,
8.53E-05,34,2,62,,,
8.64E-05,10,43,64,,,
8.38E-05,19,48,67,,,
8.47E-05,16,13,69,,,
8.40E-05,9,30,71,,,
8.38E-05,35,58,71,,,
8.37E-05,23,36,72,,,
8.54E-05,22,23,75,,,
8.42E-05,30,18,77,,,
8.43E-05,20,56,77,,,
8.42E-05,14,5,78,,,
8.41E-05,30,52,76,,,
8.40E-05,30,23,79,,,
0.0001026,10,1,78,,,
8.39E-05,6,33,77,,,
0.0001495,5,70,77,,,
0.0001172,22,10,78,,,
8.55E-05,24,75,79,,,
8.59E-05,22,4,81,,,
8.38E-05,22,76,82,,,
8.41E-05,35,32,83,,,
8.87E-05,12,30,84,,,
8.46E-05,25,2,85,,,
8.41E-05,10,71,90,,,
8.44E-05,18,46,84,,,
8.56E-05,14,72,87,,,
9.19E-05,31,20,88,,,
8.40E-05,24,5,84,,,
8.37E-05,12,59,85,,,
8.34E-05,30,34,86,,,
8.37E-05,12,21,87,,,
8.35E-05,32,19,87,,,
9.79E-05,33,48,89,,,
8.47E-05,14,23,90,,,
9.74E-05,11,22,81,,,
8.47E-05,24,59,82,,,
8.43E-05,16,37,79,,,
9.14E-05,29,69,77,,,
0.0001353,3,72,79,,,
8.38E-05,6,56,81,,,
8.46E-05,12,52,83,,,
0.0001015,5,22,84,,,
8.42E-05,2,15,85,,,
8.50E-05,18,65,85,,,
8.58E-05,29,27,85,,,
8.41E-05,12,70,86,,,
0.0001175,20,27,85,,,
8.51E-05,11,19,85,,,
8.54E-05,33,60,86,,,
8.50E-05,33,45,87,,,
9.10E-05,34,13,89,,,
8.34E-05,10,61,90,,,
8.33E-05,6,41,89,,,
8.44E-05,18,22,90,,,
8.33E-05,34,88,90,,,
8.33E-05,32,6,91,,,
9.33E-05,34,44,93,,,
8.46E-05,13,70,93,,,
8.85E-05,1,70,94,,,
8.40E-05,10,40,90,,,
8.37E-05,12,45,86,,,
8.46E-05,12,66,86,,,
9.23E-05,22,0,85,,,
0.0001669,18,57,88,,,
9.09E-05,11,87,91,,,
9.42E-05,23,47,91,,,
8.34E-05,4,76,92,,,
8.47E-05,24,54,94,,,
0.0001196,18,78,91,,,
8.41E-05,29,56,89,,,
8.56E-05,34,11,84,,,
8.50E-05,13,16,79,,,
8.48E-05,24,47,77,,,
9.27E-05,30,75,80,,,
8.51E-05,28,48,85,,,
8.89E-05,24,43,93,,,
8.45E-05,34,20,89,,,
8.38E-05,18,58,93,,,
8.38E-05,27,40,86,,,
8.36E-05,6,9,87,,,
8.37E-05,3,80,88,,,
8.43E-05,20,23,87,,,
9.44E-05,30,12,88,,,
8.36E-05,29,13,89,,,
8.38E-05,19,33,90,,,
8.34E-05,31,27,94,,,
8.89E-05,21,93,95,,,
8.39E-05,3,1,93,,,
8.40E-05,19,11,93,,,
9.31E-05,24,5,88,,,
8.33E-05,32,85,88,,,
8.43E-05,3,22,89,,,
8.33E-05,4,78,88,,,
9.02E-05,20,70,84,,,
8.39E-05,21,71,84,,,
8.42E-05,6,71,83,,,
8.41E-05,14,42,84,,,
8.54E-05,22,63,84,,,
8.36E-05,23,53,80,,,
8.38E-05,10,38,81,,,
8.38E-05,24,77,82,,,
8.37E-05,10,4,83,,,
8.37E-05,3,34,84,,,
8.33E-05,4,3,87,,,
8.37E-05,5,6,90,,,
8.39E-05,27,13,83,,,
8.35E-05,31,29,86,,,
8.37E-05,22,44,86,,,
8.34E-05,21,63,86,,,
9.45E-05,25,73,87,,,
8.44E-05,21,66,90,,,
8.45E-05,16,7,94,,,
8.37E-05,24,86,95,,,
9.60E-05,14,17,94,,,
8.70E-05,24,93,95,,,
8.42E-05,21,30,94,,,
8.54E-05,25,7,94,,,
0.0005213,15,26,93,,,
8.35E-05,1,31,95,,,
8.39E-05,19,8,96,,,
8.43E-05,11,87,93,,,
8.41E-05,18,17,93,,,
8.47E-05,9,72,88,,,
8.37E-05,15,35,85,,,
8.32E-05,2,69,87,,,
8.42E-05,6,62,86,,,
8.41E-05,13,64,80,,,
9.15E-05,30,76,81,,,
8.41E-05,15,76,82,,,
0.0001372,34,64,81,,,
9.17E-05,2,18,82,,,
8.40E-05,4,6,83,,,
8.37E-05,10,22,83,,,
8.42E-05,10,17,85,,,
8.43E-05,17,26,86,,,
8.40E-05,16,10,89,,,
8.43E-05,6,65,90,,,
8.38E-05,19,76,92,,,
8.43E-05,33,65,93,,,
8.43E-05,25,79,92,,,
