cas operacie,vlozene cislo,index prvku,dlzka zoznamu,,,,,,,
1.02E-05,2,0,185,,,,0.0000102,17,0,164
1.02E-05,11,0,188,,,,0.000015,10,0,164
1.01E-05,12,0,190,,,,0.0000099,8,0,164
1.04E-05,19,0,187,,,,0.0000101,1,0,164
1.01E-05,2,0,191,,,,0.000011,9,0,164
1.18E-05,8,0,188,,,,0.0000099,19,0,164
1.01E-05,8,0,183,,,,0.0000174,16,0,165
9.90E-06,6,0,184,,,,0.0000099,17,0,165
1.03E-05,19,0,184,,,,0.0000101,13,0,165
1.00E-05,14,0,183,,,,0.0000135,15,0,165
1.09E-05,3,0,185,,,,0.0000103,7,0,165
1.01E-05,11,0,182,,,,0.00002,10,0,166
9.90E-06,3,0,181,,,,0.0000103,8,0,166
1.01E-05,10,0,180,,,,0.0000101,3,0,166
1.05E-05,1,0,178,,,,0.0000099,4,0,166
1.00E-05,20,0,179,,,,0.00002,20,0,166
9.80E-06,10,0,178,,,,0.0000111,18,0,166
1.02E-05,15,0,174,,,,0.0000157,11,0,166
1.05E-05,16,0,178,,,,0.0000099,4,0,166
1.65E-05,10,0,179,,,,0.0000186,20,0,166
1.00E-05,12,0,179,,,,0.0000154,5,0,166
1.05E-05,11,0,180,,,,0.0000118,16,0,167
1.03E-05,7,0,182,,,,0.00001,2,0,167
1.04E-05,4,0,179,,,,0.0000103,9,0,167
1.02E-05,18,0,178,,,,0.0000114,14,0,167
1.00E-05,15,0,179,,,,0.0000112,10,0,167
1.00E-05,4,0,181,,,,0.0000154,15,0,167
1.02E-05,1,0,178,,,,0.0000116,9,0,167
1.01E-05,20,0,181,,,,0.0000113,1,0,167
1.00E-05,12,0,183,,,,0.0000109,14,0,167
9.90E-06,10,0,184,,,,0.000011,19,0,167
1.09E-05,10,0,188,,,,0.0000218,17,0,167
1.02E-05,18,0,189,,,,0.00001,14,0,167
9.90E-06,18,0,191,,,,0.0000101,8,0,167
1.05E-05,6,0,183,,,,0.0000101,9,0,167
1.04E-05,9,0,184,,,,0.0000099,7,0,168
1.01E-05,12,0,181,,,,0.00001,19,0,168
1.00E-05,1,0,183,,,,0.0000108,4,0,168
2.22E-05,14,0,179,,,,0.0000105,19,0,168
1.12E-05,9,0,178,,,,0.0000114,15,0,168
1.20E-05,13,0,179,,,,0.0000111,9,0,168
1.09E-05,16,0,181,,,,0.00001,2,0,168
1.09E-05,2,0,183,,,,0.0000103,7,0,168
1.17E-05,20,0,186,,,,0.0000101,19,0,168
1.10E-05,1,0,186,,,,0.00001,19,0,168
1.10E-05,17,0,187,,,,0.000011,10,0,168
1.08E-05,7,0,186,,,,0.0000114,11,0,169
2.26E-05,15,0,187,,,,0.0000102,12,0,169
1.52E-05,6,0,187,,,,0.000022,12,0,169
1.41E-05,10,0,188,,,,0.0000108,11,0,169
2.20E-05,6,0,189,,,,0.0000103,17,0,169
1.44E-05,10,0,188,,,,0.0000099,4,0,169
1.42E-05,10,0,194,,,,0.0000175,15,0,169
1.62E-05,7,0,197,,,,0.0000111,19,0,169
1.35E-05,11,0,198,,,,0.0000101,15,0,169
1.06E-05,18,0,200,,,,0.0000116,15,0,169
1.33E-05,18,0,201,,,,0.0000103,7,0,169
1.04E-05,20,0,201,,,,0.00001,2,0,170
1.00E-05,4,0,202,,,,0.0000108,13,0,170
1.02E-05,3,0,201,,,,0.0000109,16,0,170
2.20E-05,13,0,204,,,,0.0000112,6,0,170
9.90E-06,12,0,209,,,,0.0000101,16,0,170
1.09E-05,16,0,202,,,,0.0000117,4,0,170
1.54E-05,17,0,201,,,,0.0000165,8,0,170
1.11E-05,19,0,203,,,,0.0000129,20,0,170
1.10E-05,16,0,204,,,,0.0000103,19,0,170
1.09E-05,18,0,196,,,,0.00001,4,0,171
1.09E-05,4,0,196,,,,0.00001,10,0,171
1.09E-05,4,0,197,,,,0.0000101,6,0,171
1.14E-05,18,0,197,,,,0.0000103,15,0,171
1.80E-05,10,0,194,,,,0.0000103,2,0,171
1.23E-05,20,0,195,,,,0.0000118,14,0,171
1.71E-05,16,0,195,,,,0.000011,11,0,171
1.10E-05,15,0,196,,,,0.0000109,16,0,171
1.69E-05,19,0,194,,,,0.0000193,7,0,171
1.00E-05,19,0,193,,,,0.0000112,11,0,171
1.01E-05,8,0,192,,,,0.0000108,8,0,171
1.01E-05,13,0,193,,,,0.0000107,1,0,171
1.12E-05,18,0,194,,,,0.0000111,9,0,171
1.01E-05,7,0,192,,,,0.000011,20,0,171
1.01E-05,20,0,195,,,,0.0000103,16,0,171
9.90E-06,6,0,195,,,,0.00001,6,0,172
1.16E-05,14,0,195,,,,0.0000104,9,0,172
1.05E-05,12,0,194,,,,0.00001,8,0,172
1.01E-05,4,0,196,,,,0.00001,10,0,172
1.00E-05,3,0,197,,,,0.0000101,12,0,172
9.90E-06,20,0,196,,,,0.000011,3,0,172
1.01E-05,14,0,194,,,,0.0000109,16,0,172
9.90E-06,6,0,194,,,,0.0000107,12,0,172
1.94E-05,6,0,194,,,,0.000011,11,0,172
1.02E-05,5,0,193,,,,0.0000109,10,0,172
9.90E-06,18,0,193,,,,0.0000109,15,0,172
1.19E-05,7,0,190,,,,0.0000099,12,0,172
9.90E-06,1,0,189,,,,0.0000102,2,0,172
1.00E-05,20,0,190,,,,0.0000109,5,0,172
1.03E-05,15,0,185,,,,0.0000109,18,0,172
1.01E-05,19,0,186,,,,0.00001,8,0,173
1.01E-05,5,0,186,,,,0.00001,4,0,173
1.03E-05,7,0,187,,,,0.00001,18,0,173
1.00E-05,3,0,188,,,,0.0000099,18,0,173
1.04E-05,16,0,186,,,,0.0000102,5,0,173
1.01E-05,19,0,185,,,,0.0000098,1,0,173
1.10E-05,8,0,186,,,,0.0000102,10,0,173
9.90E-06,19,0,188,,,,0.0000102,7,0,173
1.00E-05,10,0,183,,,,0.0000103,5,0,173
9.90E-06,13,0,179,,,,0.00001,19,0,173
1.01E-05,16,0,182,,,,0.0000183,4,0,173
1.67E-05,20,0,185,,,,0.0000154,17,0,173
1.66E-05,18,0,186,,,,0.0000108,4,0,173
1.03E-05,12,0,186,,,,0.0000129,9,0,173
1.06E-05,6,0,187,,,,0.0000099,18,0,173
1.00E-05,3,0,190,,,,0.0000101,11,0,173
1.01E-05,4,0,188,,,,0.000018,5,0,173
9.80E-06,16,0,190,,,,0.0000156,16,0,173
1.89E-05,4,0,188,,,,0.00001,6,0,174
1.06E-05,14,0,188,,,,0.0000102,10,0,174
1.76E-05,7,0,183,,,,0.0000102,15,0,174
1.12E-05,20,0,185,,,,0.0000108,16,0,174
1.07E-05,16,0,186,,,,0.0000107,10,0,174
3.15E-05,20,0,186,,,,0.00001,12,0,174
1.07E-05,17,0,186,,,,0.00001,11,0,174
1.05E-05,9,0,187,,,,0.0000103,10,0,174
1.03E-05,1,0,186,,,,0.00001,5,0,174
9.80E-06,20,0,188,,,,0.00001,11,0,174
1.00E-05,5,0,189,,,,0.0000099,14,0,174
1.04E-05,15,0,188,,,,0.0000099,10,0,174
1.03E-05,4,0,188,,,,0.0000111,18,0,174
9.90E-06,4,0,189,,,,0.0000112,11,0,174
1.06E-05,17,0,187,,,,0.000022,7,0,174
1.11E-05,18,0,188,,,,0.000019,15,0,174
1.04E-05,17,0,186,,,,0.0000168,16,0,174
1.00E-05,14,0,187,,,,0.0000129,18,0,174
9.90E-06,6,0,188,,,,0.0000099,3,0,175
1.02E-05,7,0,190,,,,0.0000099,12,0,175
1.04E-05,12,0,186,,,,0.0000099,15,0,175
1.02E-05,18,0,182,,,,0.00001,2,0,175
1.00E-05,4,0,182,,,,0.0000119,20,0,175
1.00E-05,8,0,183,,,,0.0000144,7,0,175
1.02E-05,6,0,183,,,,0.0000111,19,0,175
1.15E-05,8,0,186,,,,0.0000126,4,0,175
1.02E-05,8,0,183,,,,0.00001,5,0,175
1.00E-05,6,0,184,,,,0.0000098,3,0,175
1.03E-05,19,0,185,,,,0.0000123,18,0,175
1.02E-05,1,0,188,,,,0.0000159,7,0,175
1.02E-05,20,0,189,,,,0.0000099,2,0,175
1.01E-05,11,0,188,,,,0.0000166,12,0,175
2.70E-05,16,0,186,,,,0.0000798,3,0,175
1.04E-05,20,0,187,,,,0.0000123,20,0,176
1.01E-05,4,0,189,,,,0.0000101,4,0,176
1.01E-05,13,0,191,,,,0.0000103,11,0,176
9.90E-06,14,0,191,,,,0.0000107,14,0,176
1.00E-05,8,0,192,,,,0.0000134,11,0,176
1.00E-05,8,0,193,,,,0.00001,6,0,176
1.55E-05,2,0,189,,,,0.00001,5,0,176
1.52E-05,16,0,191,,,,0.0000098,6,0,176
1.08E-05,17,0,192,,,,0.0000099,15,0,176
2.33E-05,14,0,191,,,,0.00001,6,0,176
1.14E-05,12,0,192,,,,0.0000142,5,0,176
1.08E-05,4,0,193,,,,0.0000103,11,0,176
1.16E-05,2,0,195,,,,0.0000124,9,0,176
1.11E-05,17,0,196,,,,0.000015,9,0,176
1.06E-05,20,0,195,,,,0.0000108,13,0,176
1.03E-05,9,0,195,,,,0.0000102,20,0,176
1.03E-05,19,0,196,,,,0.0000127,3,0,176
1.01E-05,20,0,197,,,,0.0000099,11,0,177
1.01E-05,8,0,199,,,,0.0000572,20,0,177
1.08E-05,11,0,201,,,,0.0000166,9,0,177
9.90E-06,1,0,203,,,,0.0000101,12,0,177
1.07E-05,19,0,201,,,,0.00001,9,0,177
1.03E-05,20,0,199,,,,0.0000103,2,0,177
1.00E-05,4,0,201,,,,0.0000106,9,0,177
1.01E-05,4,0,204,,,,0.00001,4,0,177
1.04E-05,12,0,205,,,,0.0000102,1,0,177
1.03E-05,1,0,209,,,,0.00001,6,0,177
9.90E-06,4,0,211,,,,0.0000101,9,0,177
1.02E-05,7,0,212,,,,0.00001,19,0,178
1.04E-05,13,0,215,,,,0.0000105,1,0,178
9.90E-06,1,0,215,,,,0.0000098,10,0,178
9.90E-06,13,0,210,,,,0.0000105,16,0,178
1.00E-05,16,0,213,,,,0.0000102,18,0,178
1.16E-05,2,0,212,,,,0.0000102,1,0,178
1.01E-05,20,0,215,,,,0.0000112,9,0,178
1.63E-05,11,0,214,,,,0.0000107,1,0,178
1.11E-05,8,0,215,,,,0.0000102,10,0,178
1.27E-05,10,0,213,,,,0.0000104,11,0,178
1.00E-05,13,0,214,,,,0.00001,2,0,178
1.01E-05,3,0,219,,,,0.0000103,14,0,178
1.06E-05,2,0,217,,,,0.00001,3,0,178
1.02E-05,7,0,219,,,,0.0000111,17,0,178
1.23E-05,17,0,221,,,,0.0000106,20,0,178
1.08E-05,14,0,224,,,,0.0000101,7,0,178
1.01E-05,8,0,219,,,,0.0000228,12,0,178
1.02E-05,19,0,218,,,,0.0000099,18,0,178
7.73E-05,15,0,220,,,,0.0000103,1,0,178
1.74E-05,10,0,221,,,,0.0000101,12,0,178
1.02E-05,15,0,224,,,,0.0000098,19,0,178
1.00E-05,2,0,225,,,,0.0000177,19,0,178
1.00E-05,9,0,224,,,,0.0000794,20,0,178
1.02E-05,13,0,224,,,,0.0000134,6,0,178
1.04E-05,13,0,224,,,,0.0000127,19,0,178
1.00E-05,8,0,226,,,,0.0000102,14,0,179
1.00E-05,1,0,227,,,,0.0000098,12,0,179
9.80E-06,20,0,228,,,,0.00001,20,0,179
1.43E-05,4,0,228,,,,0.0000165,10,0,179
1.15E-05,5,0,229,,,,0.00001,12,0,179
1.05E-05,14,0,231,,,,0.0000104,4,0,179
1.07E-05,14,0,230,,,,0.00001,15,0,179
1.00E-05,18,0,233,,,,0.0000222,14,0,179
1.01E-05,1,0,231,,,,0.000012,13,0,179
1.13E-05,9,0,232,,,,0.0000099,13,0,179
1.00E-05,11,0,234,,,,0.0000111,19,0,179
1.11E-05,10,0,235,,,,0.0000101,3,0,179
1.30E-05,9,0,232,,,,0.0000099,6,0,179
1.10E-05,6,0,233,,,,0.0000102,19,0,179
1.00E-05,19,0,234,,,,0.0000131,17,0,179
1.20E-05,7,0,235,,,,0.0000099,4,0,179
9.90E-06,1,0,232,,,,0.0000102,5,0,179
1.03E-05,4,0,227,,,,0.0000156,10,0,179
1.01E-05,14,0,223,,,,0.00001,17,0,179
1.07E-05,15,0,224,,,,0.0000105,3,0,179
1.83E-05,15,0,225,,,,0.0000101,12,0,179
1.08E-05,4,0,219,,,,0.000013,6,0,179
1.00E-05,14,0,222,,,,0.000013,13,0,179
1.57E-05,2,0,220,,,,0.0000179,15,0,179
1.01E-05,2,0,221,,,,0.0000099,20,0,180
1.01E-05,19,0,222,,,,0.0000101,10,0,180
1.02E-05,8,0,223,,,,0.0000105,11,0,180
9.90E-06,14,0,224,,,,0.0000112,13,0,180
1.00E-05,16,0,224,,,,0.0000101,10,0,180
9.90E-06,13,0,224,,,,0.0000104,14,0,180
1.01E-05,4,0,224,,,,0.0000099,19,0,180
1.04E-05,6,0,224,,,,0.0000114,15,0,180
1.10E-05,7,0,225,,,,0.0000101,19,0,180
1.33E-05,16,0,226,,,,0.0000103,2,0,180
1.05E-05,1,0,229,,,,0.0000105,3,0,180
9.90E-06,8,0,230,,,,0.0000101,13,0,180
1.00E-05,16,0,227,,,,0.0000109,7,0,181
1.24E-05,14,0,224,,,,0.0000117,13,0,181
9.90E-06,10,0,226,,,,0.0000099,3,0,181
1.06E-05,14,0,227,,,,0.00001,4,0,181
1.12E-05,16,0,227,,,,0.0000101,20,0,181
1.07E-05,6,0,227,,,,0.0000101,12,0,181
1.64E-05,6,0,228,,,,0.0000109,16,0,181
1.01E-05,14,0,220,,,,0.000011,2,0,181
1.00E-05,6,0,223,,,,0.0000101,8,0,181
1.02E-05,6,0,224,,,,0.0000101,8,0,181
9.90E-06,19,0,218,,,,0.0000102,16,0,181
1.00E-05,7,0,209,,,,0.0000101,17,0,181
1.07E-05,3,0,209,,,,0.0000104,11,0,181
1.03E-05,10,0,210,,,,0.00001,1,0,181
1.01E-05,19,0,211,,,,0.0000106,18,0,181
1.03E-05,14,0,212,,,,0.0000152,5,0,181
1.08E-05,2,0,213,,,,0.0000127,18,0,181
1.14E-05,11,0,213,,,,0.0000108,14,0,181
1.15E-05,7,0,214,,,,0.00001,5,0,181
1.05E-05,2,0,213,,,,0.0000107,5,0,181
1.00E-05,19,0,213,,,,0.0000101,17,0,181
1.25E-05,1,0,214,,,,0.0000102,20,0,181
1.00E-05,12,0,214,,,,0.0000098,3,0,181
1.15E-05,10,0,215,,,,0.0000102,3,0,182
1.29E-05,19,0,216,,,,0.0000101,11,0,182
1.08E-05,15,0,217,,,,0.0000103,7,0,182
1.01E-05,17,0,215,,,,0.0000101,16,0,182
1.03E-05,7,0,220,,,,0.0000102,18,0,182
1.00E-05,13,0,218,,,,0.00001,4,0,182
1.09E-05,9,0,218,,,,0.0000102,17,0,182
1.06E-05,19,0,219,,,,0.00001,14,0,182
9.80E-06,16,0,220,,,,0.00001,4,0,182
1.01E-05,16,0,220,,,,0.0000099,17,0,182
1.00E-05,14,0,221,,,,0.00001,11,0,182
1.01E-05,15,0,224,,,,0.0000098,12,0,182
1.11E-05,18,0,225,,,,0.0000099,17,0,182
1.08E-05,11,0,226,,,,0.0000143,19,0,182
1.08E-05,10,0,226,,,,0.0000101,15,0,182
1.09E-05,1,0,225,,,,0.0000101,20,0,182
1.11E-05,19,0,226,,,,0.00001,5,0,182
1.09E-05,14,0,225,,,,0.0000102,3,0,182
4.98E-05,2,0,224,,,,0.0000163,1,0,182
1.09E-05,2,0,227,,,,0.0000805,13,0,182
1.01E-05,7,0,224,,,,0.0000177,17,0,182
1.04E-05,20,0,225,,,,0.0000137,3,0,182
9.90E-06,3,0,226,,,,0.0000111,13,0,182
1.09E-05,19,0,225,,,,0.0000099,8,0,182
1.02E-05,5,0,226,,,,0.0000101,19,0,182
1.00E-05,6,0,227,,,,0.0000101,10,0,182
1.01E-05,18,0,221,,,,0.0000101,17,0,183
1.22E-05,14,0,218,,,,0.0000101,8,0,183
1.00E-05,3,0,222,,,,0.00001,14,0,183
1.09E-05,13,0,222,,,,0.00001,12,0,183
1.08E-05,6,0,224,,,,0.0000105,6,0,183
1.56E-05,16,0,225,,,,0.00001,1,0,183
1.33E-05,12,0,217,,,,0.0000109,2,0,183
1.23E-05,9,0,217,,,,0.00001,10,0,183
9.90E-06,9,0,218,,,,0.0000176,7,0,183
1.10E-05,4,0,213,,,,0.00001,8,0,183
1.19E-05,15,0,213,,,,0.0000102,6,0,183
1.11E-05,4,0,210,,,,0.0000102,8,0,183
1.13E-05,18,0,209,,,,0.0000103,12,0,183
1.86E-05,9,0,208,,,,0.0000101,15,0,183
1.10E-05,6,0,210,,,,0.0000101,8,0,183
1.11E-05,6,0,211,,,,0.0000119,10,0,183
1.10E-05,10,0,211,,,,0.00001,12,0,183
1.43E-05,8,0,209,,,,0.0000101,9,0,183
1.16E-05,3,0,210,,,,0.00001,2,0,183
1.12E-05,15,0,210,,,,0.0000103,9,0,183
1.17E-05,2,0,211,,,,0.0000104,1,0,183
1.03E-05,7,0,201,,,,0.000012,18,0,183
1.03E-05,10,0,206,,,,0.0000101,9,0,183
1.02E-05,1,0,207,,,,0.00001,19,0,183
1.01E-05,15,0,206,,,,0.00001,2,0,183
1.00E-05,12,0,207,,,,0.0000101,4,0,183
1.10E-05,6,0,207,,,,0.0000101,8,0,183
1.00E-05,8,0,202,,,,0.0000099,5,0,183
1.00E-05,3,0,201,,,,0.0000101,8,0,183
9.90E-06,1,0,203,,,,0.0000102,20,0,183
1.07E-05,19,0,204,,,,0.0000123,19,0,183
1.02E-05,17,0,205,,,,0.0000102,19,0,183
1.01E-05,8,0,207,,,,0.0000101,7,0,183
1.10E-05,4,0,208,,,,0.0000196,16,0,183
1.01E-05,12,0,208,,,,0.0000211,6,0,183
1.07E-05,4,0,207,,,,0.0000129,2,0,183
1.02E-05,4,0,204,,,,0.0000195,7,0,183
1.03E-05,5,0,201,,,,0.00001,20,0,183
9.90E-06,20,0,197,,,,0.0000103,12,0,183
1.00E-05,4,0,200,,,,0.00001,13,0,183
1.00E-05,11,0,202,,,,0.0000103,8,0,184
1.02E-05,14,0,200,,,,0.0000099,6,0,184
1.73E-05,13,0,201,,,,0.0000103,19,0,184
1.14E-05,16,0,202,,,,0.0000099,10,0,184
1.10E-05,12,0,201,,,,0.0000104,9,0,184
1.11E-05,14,0,200,,,,0.00001,6,0,184
1.14E-05,3,0,199,,,,0.00001,13,0,184
2.11E-05,2,0,202,,,,0.0000102,16,0,184
1.50E-05,20,0,204,,,,0.0000104,6,0,184
1.40E-05,5,0,202,,,,0.0000113,3,0,184
1.11E-05,5,0,200,,,,0.0000175,19,0,184
1.07E-05,16,0,201,,,,0.0000099,7,0,184
1.91E-05,14,0,204,,,,0.0000179,17,0,184
1.93E-05,14,0,206,,,,0.0000105,17,0,184
1.11E-05,19,0,206,,,,0.0000147,12,0,184
1.07E-05,4,0,207,,,,0.0000099,3,0,184
1.44E-05,19,0,208,,,,0.00001,2,0,184
2.11E-05,1,0,209,,,,0.0000101,4,0,184
1.94E-05,13,0,208,,,,0.00001,18,0,184
1.54E-05,15,0,202,,,,0.0000101,19,0,184
1.55E-05,12,0,203,,,,0.0000112,15,0,184
1.29E-05,1,0,205,,,,0.0000112,6,0,184
1.10E-05,9,0,204,,,,0.0000134,17,0,184
1.10E-05,8,0,205,,,,0.0000102,7,0,184
1.10E-05,18,0,206,,,,0.0000146,9,0,184
1.13E-05,6,0,208,,,,0.0000172,7,0,184
1.00E-05,14,0,202,,,,0.0000102,2,0,185
1.02E-05,15,0,203,,,,0.0000109,3,0,185
1.15E-05,3,0,203,,,,0.0000103,15,0,185
1.00E-05,3,0,197,,,,0.0000101,19,0,185
1.02E-05,20,0,197,,,,0.0000167,20,0,185
1.46E-05,13,0,198,,,,0.0000112,20,0,185
9.90E-06,20,0,197,,,,0.0000103,19,0,185
9.90E-06,1,0,195,,,,0.0000098,11,0,185
1.23E-05,10,0,194,,,,0.0000103,11,0,185
1.13E-05,6,0,192,,,,0.0000179,12,0,185
1.42E-05,16,0,193,,,,0.0000102,11,0,185
1.15E-05,3,0,194,,,,0.0000102,2,0,185
1.04E-05,4,0,187,,,,0.0000099,4,0,185
1.06E-05,13,0,189,,,,0.0000102,12,0,185
9.90E-06,7,0,192,,,,0.0000121,10,0,185
9.80E-06,18,0,192,,,,0.0000099,3,0,185
9.80E-06,16,0,193,,,,0.0000118,19,0,185
1.00E-05,5,0,193,,,,0.0000103,7,0,185
1.02E-05,13,0,195,,,,0.0000129,19,0,185
1.00E-05,14,0,198,,,,0.0000109,19,0,185
1.00E-05,16,0,199,,,,0.0000252,5,0,185
1.01E-05,8,0,199,,,,0.0000106,13,0,185
9.90E-06,7,0,199,,,,0.0000117,20,0,186
1.01E-05,18,0,194,,,,0.000011,1,0,186
1.00E-05,1,0,195,,,,0.0000108,7,0,186
9.90E-06,5,0,196,,,,0.0000101,19,0,186
9.90E-06,20,0,197,,,,0.0000101,5,0,186
1.08E-05,15,0,198,,,,0.0000104,16,0,186
1.00E-05,10,0,201,,,,0.000011,8,0,186
1.03E-05,1,0,199,,,,0.0000166,18,0,186
1.03E-05,2,0,198,,,,0.0000103,12,0,186
1.04E-05,7,0,198,,,,0.0000107,16,0,186
1.03E-05,13,0,195,,,,0.0000315,20,0,186
1.02E-05,6,0,197,,,,0.0000107,17,0,186
4.29E-05,18,0,199,,,,0.0000103,1,0,186
9.90E-06,16,0,196,,,,0.0000104,17,0,186
1.49E-05,9,0,197,,,,0.0000104,12,0,186
1.01E-05,6,0,198,,,,0.0000115,8,0,186
1.00E-05,11,0,197,,,,0.000027,16,0,186
1.12E-05,1,0,198,,,,0.0000103,6,0,186
1.00E-05,10,0,197,,,,0.0000105,8,0,186
1.02E-05,1,0,194,,,,0.0000129,14,0,186
1.14E-05,20,0,193,,,,0.0000175,6,0,186
1.00E-05,7,0,191,,,,0.0000116,7,0,186
1.00E-05,1,0,191,,,,0.0000109,9,0,186
1.01E-05,19,0,192,,,,0.00001,2,0,186
1.05E-05,20,0,196,,,,0.0000259,16,0,186
1.04E-05,1,0,194,,,,0.00001,1,0,186
1.01E-05,4,0,195,,,,0.00001,20,0,186
1.08E-05,16,0,193,,,,0.0000099,8,0,186
1.00E-05,9,0,196,,,,0.0000102,12,0,186
1.58E-05,18,0,197,,,,0.0000169,14,0,186
1.01E-05,16,0,198,,,,0.000011,5,0,186
1.00E-05,3,0,201,,,,0.000011,18,0,186
1.13E-05,11,0,203,,,,0.0000104,4,0,186
1.16E-05,17,0,202,,,,0.0000099,15,0,186
1.06E-05,11,0,205,,,,0.0000108,5,0,186
1.02E-05,2,0,206,,,,0.0000162,12,0,186
1.10E-05,11,0,207,,,,0.0000165,10,0,186
1.42E-05,13,0,208,,,,0.0000108,5,0,186
1.01E-05,11,0,207,,,,0.0000132,1,0,186
1.00E-05,2,0,208,,,,0.0000112,20,0,186
1.13E-05,20,0,210,,,,0.0000101,3,0,186
1.00E-05,2,0,209,,,,0.0000105,13,0,186
1.00E-05,3,0,209,,,,0.0000098,19,0,186
1.12E-05,18,0,204,,,,0.0000104,19,0,187
9.90E-06,8,0,203,,,,0.000011,17,0,187
1.00E-05,1,0,205,,,,0.0000226,15,0,187
1.02E-05,2,0,203,,,,0.0000152,6,0,187
9.90E-06,7,0,205,,,,0.0000103,7,0,187
9.90E-06,5,0,205,,,,0.0000106,6,0,187
1.00E-05,5,0,206,,,,0.0000105,9,0,187
1.15E-05,7,0,207,,,,0.0000106,17,0,187
1.00E-05,15,0,207,,,,0.00001,14,0,187
1.01E-05,11,0,208,,,,0.0000104,20,0,187
1.10E-05,10,0,207,,,,0.0000104,4,0,187
1.03E-05,3,0,210,,,,0.0000103,10,0,187
1.00E-05,17,0,211,,,,0.0000107,17,0,187
1.03E-05,12,0,203,,,,0.0000101,12,0,187
9.90E-06,4,0,204,,,,0.0000113,4,0,187
1.00E-05,7,0,206,,,,0.0000101,6,0,187
1.00E-05,18,0,197,,,,0.0000099,5,0,187
1.03E-05,13,0,196,,,,0.0000098,15,0,187
1.10E-05,3,0,191,,,,0.000011,20,0,187
1.01E-05,12,0,191,,,,0.0000112,6,0,187
1.07E-05,4,0,191,,,,0.0000102,7,0,187
1.09E-05,3,0,192,,,,0.0000099,17,0,187
1.03E-05,5,0,195,,,,0.0000112,10,0,187
3.64E-05,5,0,197,,,,0.0000113,19,0,187
1.17E-05,16,0,199,,,,0.0000098,18,0,187
1.05E-05,13,0,199,,,,0.0000102,16,0,187
1.05E-05,9,0,199,,,,0.0000098,5,0,187
1.02E-05,20,0,201,,,,0.0000135,15,0,187
1.01E-05,2,0,201,,,,0.0000134,15,0,187
9.90E-06,4,0,200,,,,0.0000117,8,0,187
1.00E-05,4,0,199,,,,0.0000111,1,0,187
1.06E-05,5,0,198,,,,0.0000164,3,0,187
1.02E-05,12,0,197,,,,0.0000166,5,0,187
1.00E-05,5,0,198,,,,0.0000101,3,0,187
1.00E-05,4,0,199,,,,0.0000103,5,0,187
1.00E-05,4,0,200,,,,0.0000102,20,0,187
1.03E-05,11,0,199,,,,0.0000103,16,0,187
1.07E-05,18,0,193,,,,0.000011,12,0,187
1.08E-05,17,0,197,,,,0.00001,13,0,187
1.49E-05,9,0,198,,,,0.0000102,11,0,188
1.04E-05,19,0,197,,,,0.0000118,8,0,188
1.05E-05,13,0,197,,,,0.0000109,10,0,188
1.02E-05,4,0,195,,,,0.0000141,10,0,188
1.03E-05,7,0,195,,,,0.0000144,10,0,188
1.00E-05,8,0,197,,,,0.00001,3,0,188
1.01E-05,18,0,198,,,,0.0000099,19,0,188
1.00E-05,8,0,199,,,,0.0000101,4,0,188
1.08E-05,10,0,200,,,,0.0000189,4,0,188
1.00E-05,18,0,200,,,,0.0000106,14,0,188
1.11E-05,14,0,199,,,,0.0000098,20,0,188
1.00E-05,3,0,200,,,,0.0000104,15,0,188
1.15E-05,13,0,199,,,,0.0000103,4,0,188
1.03E-05,5,0,200,,,,0.0000111,18,0,188
1.05E-05,4,0,196,,,,0.0000099,6,0,188
1.02E-05,3,0,198,,,,0.0000102,1,0,188
1.00E-05,11,0,196,,,,0.0000101,11,0,188
1.01E-05,17,0,196,,,,0.0000101,1,0,188
9.90E-06,9,0,196,,,,0.0000104,7,0,188
1.20E-05,9,0,197,,,,0.0000112,6,0,188
2.44E-05,1,0,195,,,,0.0000099,16,0,188
1.15E-05,20,0,195,,,,0.0000099,19,0,188
1.02E-05,17,0,196,,,,0.0000116,3,0,188
1.02E-05,19,0,196,,,,0.0000112,13,0,188
1.01E-05,4,0,191,,,,0.0000107,18,0,188
1.03E-05,10,0,187,,,,0.0000151,10,0,188
1.01E-05,1,0,188,,,,0.0000109,7,0,188
1.00E-05,8,0,189,,,,0.0000101,3,0,188
1.03E-05,6,0,186,,,,0.0000108,13,0,188
9.80E-06,11,0,185,,,,0.000011,17,0,188
1.03E-05,12,0,183,,,,0.0000115,14,0,188
1.00E-05,13,0,184,,,,0.0000149,17,0,188
1.01E-05,15,0,183,,,,0.0000109,3,0,188
1.07E-05,17,0,187,,,,0.000011,11,0,188
1.01E-05,12,0,187,,,,0.0000108,11,0,188
1.02E-05,16,0,184,,,,0.0000112,20,0,188
1.03E-05,11,0,185,,,,0.0000109,20,0,188
1.13E-05,4,0,187,,,,0.0000101,4,0,188
1.04E-05,6,0,184,,,,0.0000097,13,0,188
1.04E-05,7,0,188,,,,0.0000101,15,0,188
1.00E-05,7,0,189,,,,0.0000102,18,0,189
1.01E-05,8,0,190,,,,0.000022,6,0,189
1.12E-05,6,0,188,,,,0.0000099,1,0,189
1.02E-05,4,0,189,,,,0.00001,5,0,189
1.01E-05,7,0,194,,,,0.0000099,4,0,189
1.15E-05,2,0,189,,,,0.0000102,20,0,189
1.40E-05,1,0,190,,,,0.0000101,4,0,189
